Expedition,SAMPLE_ID,Formation_name,GPS number,GPS lat,GPS long,Date ,Time,Collectors,Code,Total,Encrusted,Rate,Physical Description,Photo ID,Unpacked,Unpacked by,unpacking notes,Small,Large,Too large,NOTE,,,,
WABO II,9.89,Waipuru Shellbed,NA,39S 54.530,175E 32.707,03/03/2017,14:10,"PDT, SR, AB, LHL",,,,,,,,,,,,,Ongo Road 3 km NW of Hunterville,,,,
WABO II,183,Waipuru Shellbed,NA,39S 54.530,175E 32.707,03/03/2017,14:20,LHL,,,,,,,,,,,,,Ongo Road 3 km NW of Hunterville,,,,
WABO II,184,Waipuru Shellbed,NA,39S 54.530,175E 32.707,03/03/2017,14:20,"LHL, AB, SR",,,,,,,,,,,,,Ongo Road 3 km NW of Hunterville,,,,
WABO II,9.90,Hautawa Shellbed,NA,39S 50.541,175E 36.358,03/03/2017,04:00,"PDT, SR, LH, AB",,,,,,,,,,,,,Alan's location End of West Road,,,,
WABO II,185,Hautawa Shellbed,NA,39S 50.541,175E 36.358,03/03/2017,04:15,LHL,,,,,,,,,,,,,Alan's location End of West Road,,,,
WABO II,186,Hautawa Shellbed,NA,39S 50.541,175E 36.358,03/03/2017,04:30,LHL,,,,,,,,,,,,,Alan's location End of West Road,,,,
WABO II,238,Hautawa Shellbed,NA,39S 50.541,175E 36.358,03/03/2017,TBS,,,,,,,,,,,,,,Alan's location End of West Road,,,,
WABO II,9.91,NA,NA,NA,NA,NA,NA,nothing left from sample 187 now renumbered 238,,,,,,,,,,,,,NA,,,,
WABO II,187,Okehu Shell Grit,NA,39S 52.642,174E 52.642,03/04/2017,TBS,All,,,,,,,,,,,,,Kai-Iwi Beach (Solfrid et al),,,,
WABO II,188,Okehu Shell Grit,NA,39S 52.644,174E 52.666,03/04/2017,TBS (9:20),All,,,,,,,,,,,,,Kai-Iwi Beach (Solfrid et al),,,,
WABO II,189,Okehu Shell Grit,NA,39S 52.645,E174 52.666,03/04/2017,TBS (9:25),All,,,,,,,,,,,,,Kai-Iwi Beach (Solfrid et al),,,,
WABO II,190,Okehu Shell Grit,NA,39S 52.643,174E 52.675,03/04/2017,TBS,All,,,,,,,,,,,,,Kai-Iwi Beach (Solfrid et al),,,,
WABO II,191,Okehu Shell Grit,NA,39S 52.641,174E 52.682,03/04/2017,TBS,All,,,,,,,,,,,,,Kai-Iwi Beach (Solfrid et al),,,,
WABO II,9.92,Okehu Shell Grit,NA,39S 52.642,174E 52.642,03/04/2017,,from ECO sample 187,,,,,,,,,,,,,Kai-Iwi Beach (Solfrid et al),,,Mali diversity and interactions,
WABO II,9.93,Okehu Shell Grit,NA,39S 52.644,174E 52.666,03/04/2017,,from ECO sample 188,,,,,,,,,,,,,Kai-Iwi Beach (Fallen block),,,Mali diversity and interactions,
WABO II,9.94,Okehu Shell Grit,NA,39S 52.641,174E 52.682,03/04/2017,,from ECO sample 191,,,,,,,,,,,,,Kai-Iwi Beach (Solfrid et al),,,Mali diversity and interactions,
WABO II,192,Lower Kai-iwi Shellbed,NA,S39 52.710,174E 52.806,03/04/2017,TBS,SR,(fallen block),,,,,,,,,,,,Kai-Iwi Beach (Solfrid et al),,,,
WABO II,193,Lower Kai-iwi Shellbed,NA,S39 52.886,174E 53.322,03/04/2017,,KLV,ECO2 (in place),,,,,,,,,,,,Kai-iwi Beach,,,,
WABO II,194,Lower Kai-iwi Shellbed,NA,S39 52.885,174E 53.328,03/04/2017,,SR,ECO3 (in place),,,,,,,,,,,,Kai-iwi Beach,,,,
WABO II,195,Lower Kai-iwi Shellbed,NA,S39 52.952,174E 53.519,03/04/2017,,JB,ECO4 (in place),,,,,,,,,,,,Kai-iwi Beach,,,,
WABO II,9.96,Lower Kai-iwi Shellbed,NA,S39 52.710,174E 52.806,03/04/2017,,ALL,,,,,,,,,,,,,Kai-iwi Beach,,,,
WABO II,9.97,Lower Kai-iwi Shellbed,NA,S39 52.952,174E 53.519,03/04/2017,11:40,"EDM, LHL",,,,,,,,,,,,,Kai-iwi Beach,,,,
WABO II,9.98,Lower Kai-iwi Shellbed,NA,S39 52.952,174E 53.519,03/04/2017,,SR,,,,,,,,,,,,,Kai-iwi Beach,,,,
WABO II,9.99,Lower Kai-iwi Shellbed,NA,S39 52.886,174E 53.322,03/04/2017,,PDT bag plus All,,,,,,,,,,,,,Kai-iwi Beach,,,,
WABO II,9.100,Lower Kai-iwi Shellbed,NA,S39 52.957,174E 53.519,03/04/2017,,block!,,,,,,,,,,,,,Kai-iwi Beach,,,,
WABO II,9.101,Tainui Shellbed,NA,S39 55.867,175E 03.624,03/04/2017,PM,KLV et al,,,,,,,,,,,,,About 100-200 m from Kowhai Park along Anzac Pde,,,,
WABO II,196,Tainui Shellbed,NA,S39 55.867,175E 03.624,03/04/2017,PM,KLV et al,,,,,,,,,,,,,About 100-200 m from Kowhai Park along Anzac Pde,,,,
WABO II,9.102,Tainui Shellbed,NA,S39 54.477,174E 56.591,03/05/2017,09:20,LHL,,,,,,,,,,,,,"Castlecliff Beach Tainui SB fallen rocks at ""lower"" position",,,,
WABO II,9.103,Shakespeare Cliff Sand Basal Shellbed,NA,S39 54.471,174E 56.613,03/05/2017,09:00,"LHL, KLV",,,,,,,,,,,,,"Castle cliff Beach Tainui SB fallen rocks at ""higher"" position",,,"Mali: 6, 9, 10, 11 (to check yet)",
WABO II,197,Shakespeare Cliff Sand Basal Shellbed,NA,S39 54.471,174E 56.613,03/05/2017,09:00,LHL,,,,,,,,,,,,,"Castle cliff Beach Tainui SB fallen rocks at ""higher"" position",,,,
WABO II,198,Tainui Shellbed,NA,S39 54.477,174E 56.591,03/05/2017,AM,"EE, CS",,,,,,,,,,,,,"Castlecliff Beach Tainui SB fallen rocks at ""lower"" position",,,,
WABO II,199,Tainui Shellbed,NA,S39 54.477,174E 56.591,03/05/2017,AM,"EE, CS",,,,,,,,,,,,,"Castlecliff Beach Tainui SB fallen rocks at ""lower"" position",,,,
WABO II,200,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/05/2017,11:35,LHL,,,,,,,,,,,,,"Castle cliff Beach Tainui SB fallen rocks at ""higher"" position",,,,
WABO II,201,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/05/2017,11:35,LHL,,,,,,,,,,,,,"Castle cliff Beach Tainui SB fallen rocks at ""higher"" position",,,,
WABO II,9.104,Tainui Shellbed,NA,S39 54.477,174E 56.591,03/05/2017,09:30,ALL,,,,,,,,,,,,,"Castlecliff Beach Tainui SB fallen rocks at ""lower"" position",,,Mali diversity and interactions,
WABO II,9.105,Tainui Shellbed,NA,S39 54.477,174E 56.591,03/05/2017,11:35,EDM,,,,,,,,,,,,,Castlecliff Beach Taunui SB fallen rocks,,,,
WABO II,9.106,Tainui Shellbed,NA,S39 54.477,174E 56.591,03/05/2017,AM,All,,,,,,,,,,,,,Castlecliff Beach Taunui SB fallen rocks,,,,
WABO II,9.107,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/05/2017,AM,LHL + KLV,,,,,,,,,,,,,"Castle cliff Beach Tainui SB fallen rocks at ""higher"" position",,,,
WABO II,9.108,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/05/2017,AM,PDT,,,,,,,,,,,,,Castlecliff Beach Taunui SB fallen rocks,,,,
WABO II,9.109,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/05/2017,AM,LHL,,,,,,,,,,,,,"Castle cliff Beach Tainui SB fallen rocks at ""higher"" position",,,,
WABO II,9.110,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/05/2017,AM,SR,,,,,,,,,,,,,Castlecliff Beach Taunui SB fallen rocks,,,,
WABO II,9.111,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/05/2017,AM,SR+PDT,,,,,,,,,,,,,Castlecliff Beach Taunui SB fallen rocks,,,,
WABO II,9.112,Tainui Shellbed,NA,S39 54.783,174E 57.009,03/05/2017,AM,"SR, KLV, EE, JB",,,,,,,,,,,,,Castlecliff Beach New Slip below House,,,,
WABO II,9.113,Tainui Shellbed,NA,S39 54.783,174E 57.009,03/05/2017,AM,"SR, KLV, EE, JB",,,,,,,,,,,,,Castlecliff Beach New Slip below House,,,,
WABO II,9.114,Shakespeare Cliff Sand Basal Shellbed,NA,S39 54.783,174E 57.009,03/05/2017,AM,"SR, KLV, EE, JB",,,,,,,,,,,,,Castlecliff Beach New Slip below House,,,,
WABO II,9.115,Shakespeare Cliff Sand Basal Shellbed,NA,S39 54.783,174E 57.009,03/05/2017,AM,"SR, KLV, EE, JB",,,,,,,,,,,,,Castlecliff Beach New Slip below House,,,"Mainly Antarctothoa, a poorly preserved anascan and cyclostomes. No Microporella, very low diversity. Very few interactions mainly intraspecific among Antarctothoa colonies. (Only 1 box with 33 shells studied)",
WABO II,9.116,Shakespeare Cliff Sand Basal Shellbed,NA,S39 54.783,174E 57.009,03/05/2017,AM,"SR, KLV, EE, JB",,,,,,,,,,,,,Castlecliff Beach New Slip below House,,,,
WABO II,202,Shakespeare Cliff Sand Basal Shellbed,NA,S39 54.783,174E 57.009,03/05/2017,AM,"SR, KLV, EE, JB",,,,,,,,,,,,,Castlecliff Beach New Slip below House,,,,
WABO II,9.117,Nukumaru Brown Sand,NA,S39 51.475,174E 56.612,03/05/2017,PM,All,,,,,,,,,,,,,Nukumaru Beach,,,37 shells,
WABO II,9.118,Nukumaru Brown Sand,NA,S39 51.475,174E 56.612,03/05/2017,PM,EDM,,,,,,,,,,,,,Nukumaru Beach,,,48 shells,
WABO II,9.119,Nukumaru Brown Sand,NA,S39 51.475,174E 56.612,03/05/2017,PM,KLV,,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,203,Nukumaru Brown Sand,Low,S39 51.475,174E 56.612,03/05/2017,PM,"EE, CS",,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,204,Nukumaru Brown Sand,High,S39 51.475,174E 56.612,03/05/2017,PM,"EE, CS",,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,205,Nukumaru Brown Sand,Low,S39 51.458,174E 47.311,03/05/2017,PM,KLV,,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,206,Nukumaru Brown Sand,High,S39 51.458,174E 47.311,03/05/2017,PM,KLV,,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,207,Nukumaru Brown Sand,Low,S39 51.463,174E 47.318,03/05/2017,PM,"EE, CS",,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,208,Nukumaru Brown Sand,High,S39 51.463,174E 47.318,03/05/2017,PM,"EE, CS",,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,209,Nukumaru Brown Sand,Low,S39 51.454,174E 47.294,03/05/2017,PM,"SR, JB, THE",,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,210,Nukumaru Brown Sand,High,S39 51.454,174E 47.294,03/05/2017,PM,"SR, JB, THE",,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,211,Nukumaru Brown Sand,Low,S39 51.452,174E 47.262,03/05/2017,PM,"EE, CS, KLV",,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,212,Nukumaru Brown Sand,High,S39 51.452,174E 47.262,03/05/2017,PM,"EE, CS, KLV",,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,9.120,Nukumaru Brown Sand (uppermost),NA,S39 51.478,174E 47.708,03/05/2017,PM,"SR, JB, THE",,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,9.121,Nukumaru Brown Sand (uppermost),NA,S39 51.478,174E 47.708,03/05/2017,PM,"SR, JB, THE",,,,,,,,,,,,,Nukumaru Beach,,,,
WABO II,213,Lower Castlecliff Shellbed,NA,S39 54.267,174E 56.228,03/06/2017,08:40,"EDM, CS, JB",,,,,,,,,,,,,Castlecliff Beach Shag Rock Point,,,,
WABO II,214,Lower Castlecliff Shellbed,NA,S39 54.272,174E 56.226,03/06/2017,AM,"EDM, CS, JB",,,,,,,,,,,,,Castlecliff Beach Shag Rock Point,,,,
WABO II,215,Lower Castlecliff Shellbed,NA,S39 54.279,174E 56.243,03/06/2017,AM,"KLV, SR",,,,,,,,,,,,,Castlecliff Beach Shag Rock Point,,,,
WABO II,216,Lower Castlecliff Shellbed,NA,S39 54.283,174E 56.248,03/06/2017,AM,"LHL, EE",,,,,,,,,,,,,Castlecliff Beach Shag Rock Point,,,,
WABO II,217,Lower Castlecliff Shellbed,NA,S39 54.229,174E 56.148,03/06/2017,10:00,"CS, EE, JB",,,,,,,,,,,,,Castleclif Beach Marijuana Hill Wasp Nest,,,,
WABO II,218,Lower Castlecliff Shellbed,NA,S39 54.222,174E 56.147,03/06/2017,,"CS, EE, JB",,,,,,,,,,,,,Castleclif Beach Marijuana Hill Wasp Nest,,,,
WABO II,219,Lower Castlecliff Shellbed,NA,S39 54.229,174E 56.158,03/06/2017,,"CS, EE, JB",,,,,,,,,,,,,Castleclif Beach Marijuana Hill Wasp Nest,,,,
WABO II,220,Lower Castlecliff Shellbed,NA,S39 54.228,174E 56.147,03/06/2017,,"CS, EE, JB",,,,,,,,,,,,,Castleclif Beach Marijuana Hill Wasp Nest,,,,
WABO II,221,Lower Castlecliff Shellbed,NA,S39 54.221,174E 56.128,03/06/2017,11:30,"CS, EE, JB",,,,,,,,,,,,,Castleclif Beach Marijuana Hill Wasp Nest (across slip),,,,
WABO II,9.122,Lower Castlecliff Shellbed,NA,???,???,03/06/2017,,"EDM, PDT, CS",,,,,,,,,,,,,Castlecliff Beach Shag Rock Point,,,,
WABO II,9.123,Lower Castlecliff Shellbed,NA,???,???,03/06/2017,,"EDM, PDT, CS",,,,,,,,,,,,,Castlecliff Beach Shag Rock Point,,,,
WABO II,9.124,Lower Castlecliff Shellbed,NA,S39 54.229,174E 56.148,03/06/2017,,"CS, EE, JB",,,,,,,,,,,,,Castleclif Beach Marijuana Hill Wasp Nest,,,Mali: no Antarctothoa ,
WABO II,9.125,Lower Castlecliff Shellbed,NA,S39 54.278,174E 56.243,03/06/2017,,"EE, LHL, SR, KLV",,,,,,,,,,,,,Castlecliff Beach Shag Rock Point,,,"Mali: 12, 17, 26, 41 (checked but not good enough)",
WABO II,9.126,Lower Castlecliff Shellbed,NA,S39 54.221,174E 56.128,03/06/2017,,"EE, CS",,,,,,,,,,,,,Castleclif Beach Marijuana Hill Wasp Nest (across slip),,,"Mali: 4, 11, 18 (checked)",
WABO II,222,Upper Kai-iwi Shellbed,NA,S39 53.809,174E 55.421,03/06/2017,,SR,,,,,,,,,,,,,Castlecliff Beach Fallen block,,,,
WABO II,223,Upper Kai-iwi Shellbed,NA,S39 53.809,174E 55.421,03/06/2017,,?,,,,,,,,,,,,,Castlecliff Beach Fallen block,,,,
WABO II,9.95,Upper Kai-iwi Shellbed,NA,S39 53.809,174E 55.421,03/06/2017,,All,,,,,,,,,,,,,Castlecliff Beach Fallen block (sorted from Eco 223),,,"Most common species Rhynchozoon, a few interactions, no Antarctothoa (7 shells)",
WABO II,224,Upper Kai-iwi Shellbed,NA,S39 53.832,174E 55.462,03/06/2017,,"SR, LHL",,,,,,,,,,,,,Castlecliff Beach Fallen block,,,,
WABO II,225,Upper Kai-iwi Shellbed,NA,S39 53.866,174E 55.516,03/06/2017,,"SR, LHL",,,,,,,,,,,,,Castlecliff Beach Fallen block,,,,
WABO II,226,Upper Kai-iwi Shellbed,NA,S39 53.866,174E 55.516,03/06/2017,11:50,"SR, LHL",,,,,,,,,,,,,Castlecliff Beach IN PLACE,,,,
WABO II,227,Upper Kai-iwi Shellbed,NA,S39 53.882,174E 55.540,03/06/2017,AM,"SR, LHL",,,,,,,,,,,,,Castlecliff Beach Fallen block,,,,
WABO II,228,Upper Kai-iwi Shellbed,NA,S39 53.886,174E 55.551,03/06/2017,AM,"SR, LHL",,,,,,,,,,,,,Castlecliff Beach Fallen block,,,,
WABO II,229,Upper Kai-iwi Shellbed,NA,S39 53.809,174E 55.421,03/06/2017,AM,KLV,,,,,,,,,,,,,Castlecliff Beach Fallen block,,,,
WABO II,9.127,Upper Kai-iwi Shellbed,NA,S39 53.809,174E 55.421,03/06/2017,AM,"KLV, LHL, EDM",,,,,,,,,,,,,Castlecliff Beach Fallen block,,,"Some good interactions, many Micropora and Crepidacantha, some Microporella (130 shells and 3 boxes)",
WABO II,9.128,Upper Kai-iwi Shellbed,NA,S39 53.886,174E 55.551,03/06/2017,AM,"EDM, KLV",,,,,,,,,,,,,Castlecliff Beach Fallen block,,,"Mostly Crepidacantha, some Microporella, few interactions (47 shells)",
WABO II,9.129,Upper Kai-iwi Shellbed,NA,S39 53.886,174E 55.551,03/06/2017,AM,"EDM, KLV",,,,,,,,,,,,,Castlecliff Beach Fallen block,,,Only 2 shells with poorly preserved interactions,
WABO II,9.130,Upper Kai-iwi Shellbed,NA,S39 53.886,174E 55.551,03/06/2017,AM,"EDM, KLV",,,,,,,,,,,,,Castlecliff Beach Fallen block,,,"Few interactions, few Microporella, more Micropora and cyclostomes (1 box, 24 shells)",
WABO II,9.131,Upper Kai-iwi Shellbed,NA,S39 53.886,174E 55.551,03/06/2017,AM,SR,,,,,,,,,,,,,Castlecliff Beach Fallen block,,,,
WABO II,9.132,Upper Kai-iwi Shellbed,NA,S39 53.809,174E 55.421,03/06/2017,AM,"KLV, EDM, SR, LHL",,,,,,,,,,,,,Castlecliff Beach Fallen block,,,Nice interactions,
WABO II,9.133,Upper Kai-iwi Shellbed,NA,S39 53.809,174E 55.421,03/06/2017,AM,PDT,,,,,,,,,,,,,Castlecliff Beach Fallen block,,,"Very poor preservation, very few interactions, very low diversity, mainly Crepidacantha and Micropora (1 box with 48 shells)",
WABO II,9.134,Nukumaru Brown Sand (uppermost),NA,S39 51.478,174E 47.708,03/06/2017,03:00,"EDM, PDT",,,,,,,,,,,,,Nukumaru Beach (left of entry),,,Box 2 – 6 big shells with some interactions,
WABO II,9.135,Nukumaru Brown Sand (uppermost),NA,S39 51.478,174E 47.708,03/06/2017,03:00,"EDM, PDT",,,,,,,,,,,,,Nukumaru Beach (left of entry),,,,
WABO II,9.136,Nukumaru Brown Sand (uppermost),NA,S39 51.478,174E 47.708,03/06/2017,PM,EDM,,,,,,,,,,,,,Nukumaru Beach (left of entry),,,10 shells,
WABO II,9.137,Nukumaru Brown Sand (uppermost),NA,S39 51.478,174E 47.708,03/06/2017,PM,"EDM, KLV, PDT, SR",,,,,,,,,,,,,Nukumaru Beach (left of entry),,,,
WABO II,9.138,Nukumaru Brown Sand (uppermost),NA,S39 51.478,174E 47.708,03/06/2017,PM,"EDM, KLV, PDT, SR",,,,,,,,,,,,,Nukumaru Beach (left of entry),,,,
WABO II,9.139,Nukumaru Brown Sand (uppermost),NA,S39 51.478,174E 47.708,03/06/2017,PM,"EDM, KLV, PDT, SR",,,,,,,,,,,,,Nukumaru Beach (left of entry),,,,
WABO II,9.140,Nukumaru Brown Sand (uppermost),NA,S39 51.478,174E 47.708,03/06/2017,PM,"EDM, KLV, PDT, SR",,,,,,,,,,,,,Nukumaru Beach (left of entry),,,,
WABO II,9.141,Nukumaru Brown Sand,NA,see day before,see day before,03/06/2017,,PDT,,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,230,Tewkesbury Formation (lower SB),NA,S39 51.496,174E 47.872,03/06/2017,PM,?,,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,231,Tewkesbury Formation (lower SB),NA,S39 51.491,174E 47.867,03/06/2017,PM,LHL,,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,232,Tewkesbury Formation (lower SB),NA,S39 51.490,174E 47.863,03/06/2017,PM,LHL,,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,233,Tewkesbury Formation (lower SB),NA,S39 51.485,174E 47.780,03/06/2017,PM,LHL,,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,234,Tewkesbury Formation (lower SB),NA,S39 51.490,174E 47.859,03/06/2017,PM,EE,,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,235,Tewkesbury Formation (lower SB),NA,S39 51.490,174E 47.854,03/06/2017,PM,LHL,,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,236,Tewkesbury Formation (lower SB),NA,S39 51.488,174E 47.848,03/06/2017,PM,LHL,,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,237,Tewkesbury Formation (lower SB),NA,S39 51.488,174E 47.828,03/06/2017,PM,SR,,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,9.142,Tewkesbury Formation (lower SB),NA,S39 51.490,174E 47.859,03/06/2017,PM,"EE, LHL, JB, SR",,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,Mali diversity and interactions,
WABO II,9.143,Tewkesbury Formation (lower SB),NA,S39 51.490,174E 47.867,03/06/2017,PM,"EE, LHL, JB, SR",,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,Mali diversity and interactions,
WABO II,9.144,Tewkesbury Formation (lower SB),NA,S39 51.496,174E 47.872,03/06/2017,PM,"EE, LHL, JB, SR",,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,Mali diversity and interactions,
WABO II,9.145,Tewkesbury Formation (lower SB),NA,S39 51.496,174E 47.872,03/06/2017,PM,"EE, LHL, JB, SR",,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,9.146,Tewkesbury Formation (lower SB),NA,S39 51.488,174E 47.848,03/06/2017,PM,"EE, LHL, JB, SR",,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,9.147,Tewkesbury Formation (lower SB),NA,S39 51.485,174E 47.780,03/06/2017,PM,"EE, LHL, JB, SR",,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,9.148,Upper Kai-iwi Shellbed,NA,S39 53.866,174E 55.516,03/06/2017,AM,PDT,,,,,,,,,,,,,Castlecliff Beach Fallen block,,,"Some good interactions, a few Antarctothoa (only two enough preserved to distinguish the different zooids) (3 boxes and 131 shells)",
WABO II,9.148,Upper Kai-iwi Shellbed,NA,S39 53.866,174E 55.516,03/06/2017,,"SR, LHL",,,,,,,,,,,,,Castlecliff Beach Fallen block,,,,
WABO II,9.149,Upper Kai-iwi Shellbed,NA,S39 53.866,174E 55.516,03/06/2017,sorted from 225,"SR, LHL",,,,,,,,,,,,,Castlecliff Beach Fallen block,,,"No Antarctothoa, most abundant species are Figularia, Micropora and Crepidacantha (11 shells)",
WABO II,9.150,Upper Kai-iwi Shellbed,NA,S39 53.882,174E 55.540,03/06/2017,sorted from 227,,,,,,,,,,,,,,Castlecliff Beach Fallen block,,,"No Antarctothoa, many Figularia and Crepidacantha, a few interactions (1 box and 17 shells)",
WABO II,9.151,Upper Kai-iwi Shellbed,NA,S39 53.809,174E 55.421,03/06/2017,sorted from 229,,,,,,,,,,,,,,Castlecliff Beach Fallen block,,,"Only one colony of Antarctothoa poorly preserved, many Figularia, a few interactions (1 box and 38 shells)",
WABO II,239,Lower Kai-iwi Shellbed,NA,S39 53.072,174E 53.755,03/07/2017,AM,KLV,,,,,,,,,,,,,Fallen blocks at Kai-iwi Beach entrance,,,,
WABO II,240,Lower Kai-iwi Shellbed,NA,S39 53.052,174E 53.752,03/07/2017,AM,KLV,,,,,,,,,,,,,Fallen blocks at Kai-iwi Beach entrance,,,,
WABO II,241,Lower Kai-iwi Shellbed,NA,S39 53.063,174E 53.791,03/07/2017,AM,KLV,,,,,,,,,,,,,Fallen blocks at Kai-iwi Beach entrance,,,,
WABO II,9.152,Lower Kai-iwi Shellbed,NA,S39 53.072,174E 53.755,03/07/2017,AM,All,,,,,,,,,,,,,Fallen blocks at Kai-iwi Beach entrance,,,"Very few interactions (<10), very low diversity and poor preservation. Mainly colonies of Crepidacantha and Smittina. A few Microporella and Antarctothoa (see A sign on the boxes, 3 boxes and 107 'shells' in total).",
WABO II,9.153,Lower Kai-iwi Shellbed,NA,S39 53.052,174E 53.752,03/07/2017,AM,All,,,,,,,,,,,,,Fallen blocks at Kai-iwi Beach entrance,,,,
WABO II,242,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/07/2017,AM,"CRS, EE",,,,,,,,,,,,,Castlecliff Beach Tanui Heaven,,,,
WABO II,243,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/07/2017,AM,"CRS, EE",,,,,,,,,,,,,Castlecliff Beach Tanui Heaven,,,,
WABO II,9.154,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/07/2017,AM,"CRS, EE, JB, PDT",,,,,,,,,,,,,Castlecliff Beach Tanui Heaven,,,,
WABO II,9.155,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/07/2017,AM,"CRS, EE, JB, PDT",,,,,,,,,,,,,Castlecliff Beach Tanui Heaven,,,,
WABO II,9.156,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/07/2017,AM,"CRS, EE, JB, PDT",,,,,,,,,,,,,Castlecliff Beach Tanui Heaven,,,,
