Expedition,SAMPLE_ID,Formation_name,GPS number,GPS lat,GPS long,Date ,Time,Collectors,Code,Total,Encrusted,Rate,Physical Description,Photo ID,Unpacked,Unpacked by,unpacking notes,Small,Large,Too large,NOTE,,,,
WABO II,244,Tainui Shellbed,NA,S39 54.739,174E 57.042,03/07/2017,AM,SR,,,,,,,,,,,,,Castlecliff Beach New house slip (in place),,,,
WABO II,245,Tainui Shellbed,NA,S39 54.786,174E 57.035,03/07/2017,AM,SR,,,,,,,,,,,,,Castlecliff Beach New house slip (in place),,,,
WABO II,246,Tainui Shellbed,NA,S39 54.787,174E 57.035,03/07/2017,AM,SR,,,,,,,,,,,,,Castlecliff Beach New house slip (in place),,,,
WABO II,247,Tainui Shellbed,NA,S39 54.783,174E 57.009,03/07/2017,AM,LHL,,,,,,,,,,,,,Castlecliff Beach New house slip (fallen block),,,,
WABO II,9.157,Tainui Shellbed,NA,S39 54.787,174E 57.035,03/07/2017,AM,SR,,,,,,,,,,,,,Castlecliff Beach New house slip (in place),,,Mali diversity and interactions,
WABO II,9.158,Tainui Shellbed,NA,S39 54.783,174E 57.009,03/07/2017,AM,EDM,,,,,,,,,,,,,Castlecliff Beach New house slip (fallen block),,,,
WABO II,9.159,Shakespeare Cliff Sand Basal Shellbed,NA,S39 54.783,174E 57.009,03/07/2017,AM,"EDM, SR, KLV, LHL",,,,,,,,,,,,,Castlecliff Beach New house slip (fallen block),,,"Mali: 1, 4-10, 12, 13, 15-17, 19, 21, 23, 27, 29, 32, 33, 35, 38-40, 43-47, 49, 50, 53, 54, 56, 59, 63-65, 68, 69, 71, 72, 74-77, 81, 82 (to check yet)",
WABO II,9.160,Shakespeare Cliff Sand Basal Shellbed,NA,S39 54.783,174E 57.009,03/07/2017,AM,"EDM, SR, KLV, LHL",,,,,,,,,,,,,Castlecliff Beach New house slip (fallen block),,,,
WABO II,9.161,Shakespeare Cliff Sand Basal Shellbed,NA,S39 54.783,174E 57.009,03/07/2017,AM,"EDM, SR, KLV, LHL",,,,,,,,,,,,,Castlecliff Beach New house slip (fallen block),,,,
WABO II,248,Shakespeare Cliff Sand Basal Shellbed,NA,S39 55.071,174E 57.396,03/07/2017,PM,"EDM, CS",,,,,,,,,,,,,Castlecliff Beach Waterfall (in place),,,,
WABO II,249,Shakespeare Cliff Sand Basal Shellbed,NA,S39 55.071,174E 57.396,03/07/2017,PM,"EDM, CS",,,,,,,,,,,,,Castlecliff Beach Waterfall (fallen block),,,,
WABO II,9.162,Shakespeare Cliff Sand Basal Shellbed,NA,S39 55.071,174E 57.396,03/07/2017,PM,"EDM, CS, PDT, KLV",,,,,,,,,,,,,Castlecliff Beach Waterfall ,,,,
WABO II,9.163,Shakespeare Cliff Sand Basal Shellbed,NA,S39 55.071,174E 57.383,03/07/2017,PM,"EDM, CS, PDT, KLV",,,,,,,,,,,,,Castlecliff Beach Waterfall ,,,,
WABO II,250,Upper Castlecliff Shellbed,NA,S39 55.066,174E 57.397,03/07/2017,PM,EE,,,,,,,,,,,,,Castlecliff Beach Waterfall 2 (fallen block),,,,
WABO II,251,Upper Castlecliff Shellbed,NA,S39 55.061,174E 57.383,03/07/2017,PM,SR,,,,,,,,,,,,,Castlecliff Beach in place,,,,
WABO II,252,Upper Castlecliff Shellbed,NA,S39 55.058,174E 57.384,03/07/2017,PM,SR,,,,,,,,,,,,,Castlecliff Beach in place,,,,
WABO II,9.164,Upper Castlecliff Shellbed,NA,S39 55.066,174E 57.397,03/07/2017,PM,"LHL, EE, SR",,,,,,,,,,,,,Castlecliff Beach Waterfall 2 (fallen block),,,"Low diversity, mainly Eurystomella and some Microporella. No interactions. (19 shells)",
WABO II,9.165,Upper Castlecliff Shellbed,NA,S39 55.058,174E 57.384,03/07/2017,PM,SR,,,,,,,,,,,,,Castlecliff Beach in place,,,"Low diversity, some Microporella, 1 interaction (12 shells).",
WABO II,253,Nukumaru Limestone,NA,S39 49.705,174E 52.913,03/08/2017,AM,JB,,,,,,,,,,,,,North of Berry farm Roadcut by farm entry,,,,
WABO II,254,Nukumaru Limestone,NA,S39 49.704,174E 52.914,03/08/2017,AM,LHL,,,,,,,,,,,,,North of Berry farm Roadcut by farm entry,,,,
WABO II,9.166,Nukumaru Limestone,NA,S39 49.712,174E 52.915,03/08/2017,AM,All,,,,,,,,,,,,,North of Berry farm Roadcut by farm entry,,,,
WABO II,9.167,Nukumaru Limestone,NA,S39 49.704,174E 52.916,03/08/2017,AM,All,,,,,,,,,,,,,North of Berry farm Roadcut by farm entry,,,,
WABO II,255,Tewkesbury Formation (lower SB),NA,S39 51.486,174E 47.865,03/08/2017,AM,LHL,,,,,,,,,,,,,Nukumaru Beach (left of entry) SR site 40,,,,
WABO II,9.168,Tewkesbury Formation (lower SB),NA,general,general,03/08/2017,AM,All,,,,,,,,,,,,,"Nukumaru Beach (left of entry) SR site 40 for coordinates see day before (on bag, eco 255 coordinates)",,,Mali diversity and interactions,
WABO II,9.169,Tewkesbury Formation (lower SB),NA,general,general,03/08/2017,AM,All,,,,,,,,,,,,,"Nukumaru Beach (left of entry) SR site 40 for coordinates see day before (on bag, eco 255 coordinates)",,,Mali diversity and interactions,
WABO II,9.170,Tewkesbury Formation (lower SB),NA,general,general,03/08/2017,AM,All,,,,,,,,,,,,,"Nukumaru Beach (left of entry) SR site 40 for coordinates see day before (on bag, eco 255 coordinates)",,,Mali diversity and interactions,
WABO II,9.171,Tewkesbury Formation (lower SB),NA,general,general,03/08/2017,AM,All,,,,,,,,,,,,,"Nukumaru Beach (left of entry) SR site 40 for coordinates see day before (on bag, eco 255 coordinates)",,,Mali diversity and interactions,
WABO II,9.172,Tewkesbury Formation (lower SB),NA,general,general,03/08/2017,AM,All,,,,,,,,,,,,,"Nukumaru Beach (left of entry) SR site 40 for coordinates see day before (on bag, eco 255 coordinates)",,,Mali diversity and interactions,
WABO II,9.173,Tewkesbury Formation (lower SB),NA,general,general,03/08/2017,AM,All,,,,,,,,,,,,,"Nukumaru Beach (left of entry) SR site 40 for coordinates see day before (on bag, eco 255 coordinates)",,,Mali diversity and interactions,
WABO II,9.174,Tewkesbury Formation (lower SB),NA,general,general,03/08/2017,AM,All,,,,,,,,,,,,,"Nukumaru Beach (left of entry) SR site 40 for coordinates see day before (on bag, eco 255 coordinates)",,,Mali diversity and interactions,
WABO II,9.175,Tewkesbury Formation (lower SB),NA,general,general,03/08/2017,AM,All,,,,,,,,,,,,,"Nukumaru Beach (left of entry) SR site 40 for coordinates see day before (on bag, eco 255 coordinates)",,,,
WABO II,9.176,Tewkesbury Formation (lower SB),NA,general,general,03/08/2017,AM,All,,,,,,,,,,,,,"Nukumaru Beach (left of entry) SR site 40 for coordinates see day before (on bag, eco 255 coordinates)",,,,
WABO II,9.177,Tewkesbury Formation (lower SB),NA,general,general,03/08/2017,AM,All,,,,,,,,,,,,,"Nukumaru Beach (left of entry) SR site 40 for coordinates see day before (on bag, eco 255 coordinates)",,,,
WABO II,9.178,Nukumaru Limestone,NA,S39 51.597,174E 46.845,03/08/2017,PM,All,,,,,,,,,,,,,"Nukumaru Beach (right side, past fault line)",,,,
WABO II,9.179,Nukumaru Limestone,NA,S39 51.597,174E 46.845,03/08/2017,PM,All,,,,,,,,,,,,,"Nukumaru Beach (right side, past fault line)",,,,
WABO II,9.180,Nukumaru Limestone,NA,S39 51.597,174E 46.845,03/08/2017,PM,All,,,,,,,,,,,,,"Nukumaru Beach (right side, past fault line)",,,,
WABO II,9.181,Nukumaru Limestone,NA,S39 51.597,174E 46.845,03/08/2017,PM,All,,,,,,,,,,,,,"Nukumaru Beach (right side, past fault line)",,,,
WABO II,9.182,Nukumaru Limestone,NA,S39 51.924,174E 45.091,03/08/2017,PM,All,,,,,,,,,,,,,Waiinu Beach (entry),,,,
WABO II,256,Nukumaru Limestone,NA,S39 51.930,174E 45.103,03/08/2017,PM,"LHL, CS",,,,,,,,,,,,,Waiinu Beach (entry),,,,
WABO II,257,Nukumaru Limestone,NA,S39 51.930,174E 45.102,03/08/2017,PM,"EE, KLV",,,,,,,,,,,,,Waiinu Beach (entry),,,,
WABO II,258,Nukumaru Limestone,NA,S39 51.924,174E 45.091,03/08/2017,PM,KLV,,,,,,,,,,,,,Waiinu Beach (entry),,,,
WABO II,9.183,Nukumaru Limestone,NA,S39 51.965,174E 45.711,03/09/2017,AM,All,,,,,,,,,,,,,Waiinu Beach (Stop 1),,,,
WABO II,9.184,Nukumaru Limestone,NA,S39 51.965,174E 45.711,03/09/2017,AM,All,,,,,,,,,,,,,Waiinu Beach (Stop 1),,,,
WABO II,9.185,Nukumaru Limestone,NA,S39 51.965,174E 45.711,03/09/2017,AM,All,,,,,,,,,,,,,Waiinu Beach (Stop 1),,,,
WABO II,9.186,Nukumaru Limestone,NA,S39 51.965,174E 45.711,03/09/2017,AM,All,,,,,,,,,,,,,Waiinu Beach (Stop 1),,,,
WABO II,9.187,Nukumaru Limestone,NA,S39 51.944,174E 45.822,03/09/2017,AM,PDT,,,,,,,,,,,,,Waiinu Beach (further shouth from Stop1  and 2 ),,,,
WABO II,9.188,Nukumaru Limestone,NA,S39 51.956,174E 45.615,03/09/2017,AM,All,,,,,,,,,,,,,Waiinu Beach (Stop 2),,,,
WABO II,9.189,Nukumaru Limestone,NA,S39 51.956,174E 45.615,03/09/2017,AM,All,,,,,,,,,,,,,Waiinu Beach (Stop 2),,,,
WABO II,9.190,Nukumaru Limestone,NA,S39 51.956,174E 45.615,03/09/2017,AM,All,,,,,,,,,,,,,Waiinu Beach (Stop 2),,,,
WABO II,259,Upper Kai-iwi Shellbed,NA,S39 53.634,174E 55.085,03/09/2017,PM,"KLV, SR",,,,,,,,,,,,,Castlecliff beach (fallen blocks),,,,
WABO II,260,Upper Kai-iwi Shellbed,NA,S39 53.643,174E 55.102,03/09/2017,PM,"KLV, SR",,,,,,,,,,,,,Castlecliff beach (fallen blocks),,,Few poorly preserved colonies (see ECO data),
WABO II,9.191,Upper Kai-iwi Shellbed,NA,S39 53.811,174E 55.426,03/09/2017,PM,All,,,,,,,,,,,,,Castlecliff beach (fallen blocks),,,Some nice interactions and nice colonies for some of the species (5 boxes with 144 shells),
WABO II,9.192,Upper Kai-iwi Shellbed,NA,S39 53.634,174E 55.102,03/09/2017,PM,All,,,,,,,,,,,,,Castlecliff beach (fallen blocks),,,1 box with 33 shells,
WABO II,9.193,Upper Kai-iwi Shellbed,NA,S39 53.634,174E 55.102,03/09/2017,PM,All,,,,,,,,,,,,,Castlecliff beach (fallen blocks),,,,
WABO II,9.194,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/09/2017,PM,All,,,,,,,,,,,,,Castlecliff Beach Tanui Heaven,,,Mali diversity and interactions,
WABO II,9.195,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/09/2017,PM,All,,,,,,,,,,,,,Castlecliff Beach Tanui Heaven,,,,
WABO II,9.196,Tainui Shellbed,NA,S39 54.471,174E 56.613,03/09/2017,PM,All,,,,,,,,,,,,,Castlecliff Beach Tanui Heaven,,,,
WABO II,9.95,Okehu Shell Grit,NA,S39 52.643,174E 52.675,03/04/2017,AM,All,,,,,,,,,,,,,Kai-Iwi Beach (Solfrid et al),,,Mali diversity and interactions,This sample number is doubled. Entered in the spreadsheet by EDM 08.05.2019 (see Upper Kai-Iwi sample)
WABO III,300,Whiterock Limestone,110,,,28.02.2020,2.00pm,All AustraLarwood delegates,,,,,,,,,,,X,,"Claremont Estate, Member of Mount Brown Fm, Otaian, early Miocene",,,,
WABO III,301,Tainui Shellbed,,S39 54.471,E174 56.613,02.03.2020,9.00am,"SR,DY",,,,,,,,,,,X,,,,,,
WABO III,302,Tainui Shellbed,,S39 54.471,E174 56.613,02.03.2020,9.00am,"SR,DY",,,,,,,,,,,X,,,,,,
WABO III,303,Tainui Shellbed,,S39 54.471,E174 56.613,02.03.2020,9.00am,"SR,DY",,,,,,,,,,,X,,,,,,
WABO III,304,Shakespeare Cliff Sand Basal Shellbed,,S39 54.471,E174 56.613,02.03.2020,9.00am,DY,,,,,,,,,,,X,,,,,,
WABO III,305,Tainui Shellbed,,S39 54.471,E174 56.613,02.03.2020,9.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,,,,,
WABO III,306,Tainui Shellbed,,S39 54.471,E174 56.613,02.03.2020,9.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,,,,,
WABO III,307,Tainui Shellbed,,S39 54.471,E174 56.613,02.03.2020,9.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,,,,,
WABO III,308,"Tewkesbury equivalent ""Waipuru""",,S39 50.176,E174 57.754,02.03.2020,2.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,,,,,
WABO III,309,Lower Maxwell Fm,,S39 50.176,E174 57.754,02.03.2020,2.00pm,KLV,,,,,,,,,,X,,,"Vinegar Hill Tephra (1.75 Ma) Brunswik Rd, GPS coord not exactly from this spot which is 50–100 m further up on the road ",,,,
WABO III,310,Lower Maxwell Fm,,S39 50.176,E174 57.754,02.03.2020,2.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,"Vinegar Hill Tephra (1.75 Ma) Brunswik Rd, GPS coord not exactly from this spot which is 50–100 m further up on the road ",,,,
WABO III,311,Lower Maxwell Fm,,S39 50.176,E174 57.754,02.03.2020,2.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,"Vinegar Hill Tephra (1.75 Ma) Brunswik Rd, GPS coord not exactly from this spot which is 50–100 m further up on the road ",,,,
WABO III,312,Lower Maxwell Fm,,S39 50.176,E174 57.754,02.03.2020,2.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,"Vinegar Hill Tephra (1.75 Ma) Brunswik Rd, GPS coord not exactly from this spot which is 50–100 m further up on the road ",,,,
WABO III,313,"Tewkesbury equivalent ""Waipuru""",,S39 50.176,E174 57.754,02.03.2020,2.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,,,,,
WABO III,314,Tainui Shellbed,,S39 54.471,E174 56.613,02.03.2020,9.00am,DPG,,,,,,,,,,,X,,DPG provided a list of bryozoan species for his sample,,,,
WABO III,315,Upper Kai-iwi Shellbed,120,S39 54.027,E174 55.801,03.03.2020,9.00am,DY,,,,,,,,,,,X,,,,,,
WABO III,316,Upper Kai-iwi Shellbed,121,S39 54.027,E174 55.801,03.03.2020,9.00am,DY,,,,,,,,,,,X,,,,,,
WABO III,317,Upper Kai-iwi Shellbed,119,S39 54.042,E174 55.826,03.03.2020,9.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,,,,,
WABO III,318,Upper Kai-iwi Shellbed,119,S39 54.042,E174 55.826,03.03.2020,9.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,,,,,
WABO III,319,Upper Kai-iwi Shellbed,119,S39 54.042,E174 55.826,03.03.2020,9.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,,,,,
WABO III,320,Upper Kai-iwi Shellbed,121,S39 54.027,E174 55.801,03.03.2020,9.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,,,,,
WABO III,321,Lower Castlecliff Shellbed,122,S39 54.258,E174 56.180,03.03.2020,11.00am,DY,,,,,,,,,,,X,,lower fallen block,,,,
WABO III,322,Lower Castlecliff Shellbed,122,S39 54.258,E174 56.180,03.03.2020,11.00am,KLV,,,,,,,,,,,X,,"about 50 m up in the section, however both spots were fallen blocks",,,,
WABO III,323,Lower Castlecliff Shellbed,122,S39 54.258,E174 56.180,03.03.2020,11.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,,,,,
WABO III,324,Lower Castlecliff Shellbed,122,S39 54.258,E174 56.180,03.03.2020,11.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,,,,,
WABO III,325,Putiki Fm,,S39.9507,E175.0616,03.03.2020,2.00pm,"PDT, DPG",,,,,,,,,,,X,,"Only two taxa, poorly preserved",,,,
WABO III,326,Nukumaru Limestone,99,S39 51.686,E174 46.745,04.03.2020,9.30am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,Fisherman's rock,,,,
WABO III,327,Nukumaru Limestone,99,S39 51.686,E174 46.745,04.03.2020,9.30am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,Fisherman's rock,,,,
WABO III,328,Nukumaru Limestone,,S39 51.924,174E 45.091,04.03.2020,11.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,"Waiinu Beach (entrance, ex bryozoan reef PDT and DPG 1988)",,,,
WABO III,329,Nukumaru Limestone,100,S39 51.951,E174 45.609,04.03.2020,11.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,Waiinu Beach Check for 2 specimens of Steginoporella in one of the bags from this locality,,,,
WABO III,330,Nukumaru Limestone,100,S39 51.951,E174 45.609,04.03.2020,11.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,Waiinu Beach Check for 2 specimens of Steginoporella in one of the bags from this locality,,,,
WABO III,331,Nukumaru Limestone,100,S39 51.951,E174 45.609,04.03.2020,11.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,Waiinu Beach Check for 2 specimens of Steginoporella in one of the bags from this locality,,,,
WABO III,332,Nukumaru Limestone,100,S39 51.951,E174 45.609,04.03.2020,11.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,Waiinu Beach Check for 2 specimens of Steginoporella in one of the bags from this locality,,,,
WABO III,333,Nukumaru Brown Sand?,101,S39 49.887,E174 53.167,04.03.2020,4.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,"R22/6419 of Fleming, Zethalia outcrop beside highway, 200m from Pukerimu Rd.",,,,
WABO III,334,Nukumaru Limestone,100,S39 51.951,E174 45.609,04.03.2020,11.00am,DPG,,,,,,,,,,,X,,,,,,
WABO III,335,Lower Kai-iwi Shellbed,103,S39 52.974,E174 53.546,05.03.2020,9.00am,KLV,,,,,,,,,,,X,,KaI-iwi Beach,,,,
WABO III,336,Lower Kai-iwi Shellbed,103,S39 52.974,E174 53.546,05.03.2020,9.00am,KLV,,,,,,,,,,,X,,KaI-iwi Beach,,,,
WABO III,337,Lower Kai-iwi Shellbed,103,S39 52.974,E174 53.546,05.03.2020,9.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,KaI-iwi Beach,,,,
WABO III,338,Butler's Shell Conglomerate,104,S39 51.961,E174 49.814,05.03.2020,10.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,,,,,
WABO III,339,Nukumaru Limestone,105,S39 51.560,E174 46.910,05.03.2020,11.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,Nukumaru Beach,,,,
WABO III,340,Nukumaru Limestone,105,S39 51.560,E174 46.910,05.03.2020,11.00am,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,Nukumaru Beach,,,,
WABO III,341,Tewkesbury Formation (lower SB),106,S39 51.492,E174 47.859,05.03.2020,12.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,342,Tewkesbury Formation (lower SB),106,S39 51.492,E174 47.859,05.03.2020,12.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,343,Nukumaru Brown Sand (Hardground),107,S39 51.479,E174 47.720,05.03.2020,2.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,344,Nukumaru Brown Sand (Hardground),107,S39 51.479,E174 47.720,05.03.2020,2.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,345,Nukumaru Brown Sand (Hardground),107,S39 51.479,E174 47.720,05.03.2020,2.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,346,Nukumaru Brown Sand,108,S39 51.456,E174 47.308,05.03.2020,3.00pm,"SR,DY",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,347,Nukumaru Brown Sand,High,S39 51.454,E174 47.318,05.03.2020,3.00pm,"KLV,EDM",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,348,Nukumaru Brown Sand,Low,S39 51.454,E174 47.318,05.03.2020,3.00pm,"KLV,EDM",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,349,Nukumaru Brown Sand,High,S39 51.455,E174 47.314,05.03.2020,3.00pm,"KLV,EDM",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,350,Nukumaru Brown Sand,Low,S39 51.455,E174 47.314,05.03.2020,3.00pm,"KLV,EDM",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,351,Nukumaru Brown Sand,HIgh,S39 51.417,E174 47.232,05.03.2020,4.00pm,"KLV,EDM",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,352,Nukumaru Brown Sand,Low,S39 51.417,E174 47.232,05.03.2020,4.00pm,"KLV,EDM",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,353,Nukumaru Brown Sand,High,S39 51.454,E174 47.216,05.03.2020,4.00pm,"KLV,EDM",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,354,Nukumaru Brown Sand,Low,S39 51.454,E174 47.216,05.03.2020,4.00pm,"KLV,EDM",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,355,Nukumaru Brown Sand,,S39 51.454,E174 47.216,05.03.2020,4.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,356,Nukumaru Brown Sand,,S39 51.454,E174 47.216,05.03.2020,4.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,357,Nukumaru Brown Sand,,S39 51.454,E174 47.216,05.03.2020,4.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,358,Nukumaru Brown Sand,,S39 51.454,E174 47.216,05.03.2020,4.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Nukumaru Beach,,,,
WABO III,359,Shakespeare Cliff Sand Basal Shellbed,125,S39 55.073,E174 57.384,06.03.2020,12.00pm,DY,,,,,,,,,,X,,,Castlecliff Beach,,,,
WABO III,360,Shakespeare Cliff Sand Basal Shellbed,125,S39 55.073,E174 57.384,06.03.2020,12.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Castlecliff Beach,,,,
WABO III,361,Shakespeare Cliff Sand Basal Shellbed,125,S39 55.073,E174 57.384,06.03.2020,12.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Castlecliff Beach,,,,
WABO III,362,Shakespeare Cliff Sand Basal Shellbed,125,S39 55.073,E174 57.384,06.03.2020,12.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Castlecliff Beach,,,,
WABO III,363,Shakespeare Cliff Sand Basal Shellbed,125,S39 55.073,E174 57.384,06.03.2020,12.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Castlecliff Beach,,,,
WABO III,364,Shakespeare Cliff Sand Basal Shellbed,125,S39 55.073,E174 57.384,06.03.2020,12.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Castlecliff Beach,,,,
WABO III,365,Shakespeare Cliff Sand Basal Shellbed,125,S39 55.073,E174 57.384,06.03.2020,12.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,X,,,Castlecliff Beach,,,,
WABO III,366,Upper Castlecliff Shellbed,125,S39 55.073,E174 57.384,06.03.2020,12.00pm,"DPG,PDT,SR",,,,,,,,,,X,,,Castlecliff Beach,,,,
WABO III,367,Tainui Shellbed,,S39 54.471,E174 56.613,06.03.2020,3.00pm,"PDT,EDM",,,,,,,,,,X,,,Castlecliff Beach,,,,
WABO III,368,Tainui Shellbed,,S39 54.471,E174 56.613,06.03.2020,3.00pm,DPG,,,,,,,,,,X,,,That new species!!!,,,,
WABO III,369,Shakespeare Cliff Sand Basal Shellbed,,S39 54.503,E174 56.627,06.03.2020,3.00pm,KLV,,,,,,,,,,X,,,"A new species, new genus, new family...maybe even a new order!!!",,,,
WABO III,370,Upper Westmere Shellbed,,S39 53.681,E174 55.160,06.03.2020,4.00pm,"KLV,SR",,,,,,,,,,,X,,Castlecliff Beach,,,,
WABO III,371,Upper Westmere Shellbed,,S39 53.681,E174 55.160,06.03.2020,4.00pm,"KLV,PDT,SR,MHR,DY,EDM,DPG",,,,,,,,,,,X,,Castlecliff Beach,,,,