DATE;SPECIMEN NR;NR OF PICS;AV;MAGNIFICATION;FORMATION;COMMENTS 
08/06/2018;761CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
08/06/2018;416CV;2;15v;x30;NKLS;
08/06/2018;417CC;2;15v;x30;NKLS;
08/06/2018;829CC;2;15v;x30;TAINUI SB;
08/06/2018;485CV;3;15v;x30;NKLS;
08/06/2018;413CC;3;15v;x30;NKLS;
08/06/2018;830CV;2;15v;x30;TAINUI SB;
08/06/2018;831F;2;15v;x30;TAINUI SB;
08/06/2018;832F;2;15v;x30;TAINUI SB;
08/06/2018;607iCV;2;15v;x30;TEWKESBURY;
08/06/2018;608iCC;2;15v;x30;TEWKESBURY;
08/06/2018;609iCV;2;15v;x30;TEWKESBURY;
08/06/2018;610iCC;2;15v;x30;TEWKESBURY;
08/06/2018;611iCV;2;15v;x30;TEWKESBURY;
08/06/2018;612iCV;3;15v;x30;TEWKESBURY;
08/06/2018;613iCC;2;15v;x30;TEWKESBURY;
08/06/2018;614iCV;2;15v;x30;TEWKESBURY;
08/06/2018;615iCV;2;15v;x30;TEWKESBURY;
08/06/2018;616iCC;2;15v;x30;TEWKESBURY;
08/06/2018;617iCV;2;15v;x30;TEWKESBURY;
08/06/2018;618iCV;2;15v;x30;TEWKESBURY;
8/13/18;619iCV;2;15v;x30;TEWKESBURY;
8/13/18;620iCC;2;15v;x30;TEWKESBURY;
8/13/18;621iCV;2;15v;x30;TEWKESBURY;
8/13/18;622iCC;2;15v;x30;TEWKESBURY;
8/13/18;623iCC;2;15v;x30;TEWKESBURY;
8/13/18;624iCC;2;15v;x30;TEWKESBURY;
8/13/18;625iCV;2;15v;x35;TEWKESBURY;
8/13/18;626iCC;2;15v;x30;TEWKESBURY;
8/13/18;627iCC;3;15v;x30;TEWKESBURY;
8/13/18;628iCV;2;15v;x30;TEWKESBURY;
8/13/18;650CV;2;15v;x30;TEWKESBURY;
8/13/18;629iCV;2;15v;x35;TEWKESBURY;
8/13/18;630iCV;2;15v;x30;TEWKESBURY;
8/13/18;631iCV;2;15v;x30;TEWKESBURY;
8/13/18;632iCV;2;15v;x30;TEWKESBURY;
8/13/18;633iCV;2;15v;x30;TEWKESBURY;
8/13/18;634iCV;2;15v;x30;TEWKESBURY;
8/13/18;635iCV;2;15v;x30;TEWKESBURY;
8/13/18;636iCV;2;15v;x30;TEWKESBURY;
8/13/18;637iCV;2;15v;x30;TEWKESBURY;
8/13/18;638iCC;2;15v;x30;TEWKESBURY;
8/13/18;639iCV;2;15v;x30;TEWKESBURY;
8/13/18;640iCV;2;15v;x30;TEWKESBURY;
8/13/18;641iCV;2;15v;x30;TEWKESBURY;
8/13/18;642iCV;2;15v;x30;TEWKESBURY;
8/16/18;643iCV;2;15v;x30;TEWKESBURY;
8/16/18;644iCV;2;15v;x30;TEWKESBURY;
8/16/18;645iCV;2;15v;x30;TEWKESBURY;
8/16/18;646iCC;2;15v;x30;TEWKESBURY;
8/16/18;647iCV;2;15v;x30;TEWKESBURY;
8/16/18;648iCV;2;15v;x30;TEWKESBURY;
8/16/18;649iCV;3;15v;x30;TEWKESBURY;
8/16/18;650iCV;2;15v;x30;TEWKESBURY;
8/16/18;651iCC;2;15v;x30;TEWKESBURY;
8/16/18;652iCV;2;15v;x30;TEWKESBURY;
8/16/18;653iCV;2;15v;X30;TEWKESBURY;
8/16/18;654iCV;2;15v;X30;TEWKESBURY;
8/16/18;655iCV;3;15v;X30;TEWKESBURY;
8/16/18;486CC;2;15v;x30;NKLS;
8/16/18;487CC;2;15v;x30;NKLS;
8/16/18;488CC;2;15v;x30;NKLS;
8/16/18;489CC;2;15v;x30;NKLS;
8/16/18;490CV;2;15v;x30 (1) & x35 (2);NKLS;
8/16/18;436CV;2;15v;x30;NKLS;
8/16/18;491CV;2;15v;x30;NKLS;
8/16/18;492CC;2;15v;x30;NKLS;
8/16/18;493CV;2;15v;x30;NKLS;
8/16/18;494CC;2;15v;x30;NKLS;
8/20/18;495CC;2;15v;x30;NKLS;
8/20/18;496CC;2;15v;x30;NKLS;
8/20/18;497CC;2;15v;x30;NKLS;
8/20/18;498CC;2;15v;x30;NKLS;
8/20/18;499CV;2;15v;x30;NKLS;
8/20/18;500CV;2;15v;x30;NKLS;
8/20/18;501CV;2;15v;x30;NKLS;
8/20/18;1015F;2;15v;x30;UPPER KAI-IWI SB;
8/20/18;762CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;763CC;3;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;764CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;765CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;766CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;767CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;768CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;769CV;3;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;770CV;3;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;771CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;772CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;773CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;774CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/20/18;775CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/24/18;502CV;2;15v;x30;NKLS;
8/24/18;503CC;2;15v;x30;NKLS;
8/24/18;776CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/24/18;777CV;3;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;778CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;779CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;780CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;781CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;782CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;783CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;784CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;785CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;1200CC;2;15v;x30;PUNNEKI LIMESTONE;
8/30/18;424CC;2;15v;x30;NKLS;
8/30/18;786CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;787CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;754CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
8/30/18;788CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
09/03/2018;789CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
09/03/2018;790CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
09/03/2018;791CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
09/03/2018;833CV;2;15v;x30;TAINUI SB;
09/03/2018;834F;2;15v;x30;TAINUI SB;
09/03/2018;835F;2;15v;x30;TAINUI SB;
09/03/2018;836CC;2;15v;x30;TAINUI SB;
09/03/2018;504CC;2;15v;x30;NKLS;
09/03/2018;505CV;2;15v;x30;NKLS;
09/03/2018;473CC;2;15v;x30;NKLS;
09/03/2018;506CC;3;15v;x30;NKLS;
09/03/2018;507CC;2;15v;x30;NKLS;
09/03/2018;508CV;2;15v;x30;NKLS;
09/03/2018;509CC;3;15v;x30;NKLS;
09/03/2018;510CV;2;15v;x35 (1) & x30 (2);NKLS;
09/03/2018;511CV;3;15v;x30 (1), x35 (2) & x30 (3);NKLS;
09/03/2018;512CV;2;15v;x30;NKLS;
09/03/2018;513CC;2;15v;x30;NKLS;
09/03/2018;514CV;2;15v;x30;NKLS;
09/03/2018;515CV;2;15v;x30;NKLS;
09/03/2018;516CV;2;15v;x30;NKLS;
09/03/2018;517CV;2;15v;x30;NKLS;
09/03/2018;518CV;2;15v;x30;NKLS;
09/05/2018;519CC;2;15v;x35;NKLS;
09/05/2018;520CV;2;15v;x30;NKLS;
09/05/2018;521CV;2;15v;x30;NKLS;
09/05/2018;522CC;2;15v;x30;NKLS;
09/05/2018;523CV;2;15v;x30;NKLS;
09/05/2018;524CC;2;15v;x30;NKLS;
09/05/2018;525CV;2;15v;x30;NKLS;
09/05/2018;526CV;2;15v;x30;NKLS;
09/05/2018;1113CV;2;15v;x30;WAIPURU SB;
09/05/2018;1114CV;4;15v;x30;WAIPURU SB;
09/05/2018;1115CC;2;15v;x30;WAIPURU SB;
10/10/2018;792CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
10/10/2018;793CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
10/10/2018;794CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
10/10/2018;795CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
10/10/2018;796CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
10/10/2018;002iCV;2;15v;x30;NKBS;
10/10/2018;003iCV;2;15v;x30;NKBS;
10/24/18;004iCV;2;15v;x30;NKBS;
10/24/18;005iF;2;15v;x35 (1) & x30 (2);NKBS;
10/24/18;006iCV;2;15v;x30;NKBS;
10/24/18;007iCV;2;15v;x30;NKBS;
10/24/18;008iCV;2;15v;x30;NKBS;
10/24/18;009iCV;2;15v;x30;NKBS;
10/24/18;010iCV;2;15v;x30;NKBS;
10/24/18;011iCC;2;15v;x30;NKBS;
10/24/18;012iCC;2;15v;x30;NKBS;
10/24/18;013iCV;2;15v;x30;NKBS;
10/24/18;014iCV;2;15v;x30;NKBS;
10/24/18;015iCV;2;15v;x30;NKBS;
10/24/18;016iCV;2;15v;x30;NKBS;
10/24/18;017iCV;3;15v;x30;NKBS;
10/24/18;018iCV;2;15v;x30;NKBS;
10/24/18;019iCV;2;15v;x30;NKBS;
10/24/18;020iCC;2;15v;x30;NKBS;
10/24/18;530CC;2;15v;x30;NKLS;
10/24/18;022iCV;2;15v;x30;NKBS;
10/24/18;023iCV;2;15v;x30 (1) & x35 (2);NKBS;
11/01/2018;024iCV;2;15v;x30;NKBS;
11/01/2018;531CV;2;15v;x30;NKLS;
11/01/2018;026iCC;2;15v;x30;NKBS;
11/01/2018;027iCC;2;15v;x30;NKBS;
11/01/2018;028iCV;2;15v;x30;NKBS;
11/01/2018;029iCV;2;15v;x30;NKBS;
11/01/2018;030iCV;2;15v;x30;NKBS;
11/01/2018;031iCC;2;15v;x30;NKBS;
11/01/2018;032iCV;2;15v;x30;NKBS;
11/01/2018;033iCV;2;15v;x30;NKBS;
11/01/2018;034iCV;2;15v;x30;NKBS;
11/01/2018;035iCC;2;15v;x30;NKBS;
11/01/2018;036iCV;2;15v;x30;NKBS;
11/01/2018;527CV;2;15v;x30;NKLS;
11/01/2018;528CV;2;15v;x30;NKLS;
11/01/2018;529CV;2;15v;x30;NKLS;
11/02/2018;0367iCV ;2;15v;x30;NKBS;037iCV
11/02/2018;797CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
11/02/2018;798CV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
11/02/2018;799CC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
11/02/2018;1016CV;2;15v;x30;UPPER KAI-IWI SB;
11/02/2018;1017CV;2;15v;x30;UPPER KAI-IWI SB;
11/02/2018;1018CV;2;15v;x30;UPPER KAI-IWI SB;
11/02/2018;1019F;2;15v;x30;UPPER KAI-IWI SB;
11/02/2018;700iCV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
11/02/2018;656iCC;1;15v;x30;TEWKESBURY;
11/02/2018;657iCC;2;15v;x30;TEWKESBURY;
07/05/2022;701iCV;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/05/2022;701iCV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/05/2022;702iCV;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/05/2022;702iCV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/05/2022;703iCV;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/05/2022;703iCV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/05/2022;704iCC;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/05/2022;705iCC;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/05/2022;705iCC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/05/2022;706iCV;1;15V;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/05/2022;706iCV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;706iCV;3;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;707iCC;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;708iCV;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;708iCV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;708iCV;3;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;708iCC;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;709iCC;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;709iCC;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;710iCV;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;710iCV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;710iCV;3;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;711iCV;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/06/2022;711iCV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/07/2022;712iCC;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/07/2022;713iCV;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/07/2022;713iCV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/07/2022;713iCV;3;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/07/2022;714iCC;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/07/2022;715iCV;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/07/2022;715iCV;2;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/07/2022;716iCV;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/07/2022;717iCV;1;15v;x30;SHCSBSB (SHAKESPEARE BASAL CLIFF SAND;
07/07/2022;1020CC;1;15v;x30;UPPER KAI-IWI SB;
07/07/2022;1020CC;2;15v;x30;UPPER KAI-IWI SB;
07/07/2022;1020CV;1;15v;x30;UPPER KAI-IWI SB;
07/07/2022;1020CV;2;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1021CV;1;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1022CV;1;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1022CV;2;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1023CV;1;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1023CV;2;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1023CV;3;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1024CC;1;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1024CC;2;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1024CV;1;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1025CV;1;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1025CV;2;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1026CV;1;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1026CV;2;15v;x30;UPPER KAI-IWI SB;
07/08/2022;1027CV;1;15v;x30;UPPER KAI-IWI SB;
07/11/2022;837CV;1;15v;x30;TAINUI SB;
07/11/2022;837CV;2;15v;x30;TAINUI SB;
07/11/2022;838CV;1;15v;x30;TAINUI SB;
07/11/2022;838CV;2;15v;x30;TAINUI SB;
07/11/2022;839CV;1;15v;x30;TAINUI SB;
07/11/2022;840CV;1;15v;x30;TAINUI SB;
07/11/2022;840CV;2;15v;x30;TAINUI SB;
07/11/2022;840CV;3;15v;x30;TAINUI SB;
07/11/2022;841CV;1;15v;x30;TAINUI SB;
07/11/2022;841CV;2;15v;x30;TAINUI SB;
07/11/2022;841CV;3;15v;x30;TAINUI SB;
07/11/2022;842CV;1;15v;x30;TAINUI SB;
07/12/2022;530CV;1;15v;x30;NKLS;
07/12/2022;530CV;2;15v;x30;NKLS;
07/12/2022;531CV;1;15v;x30;NKLS;
07/12/2022;531CV;2;15v;x30;NKLS;
07/12/2022;532CC;1;15v;x30;NKLS;
07/12/2022;532CC;2;15v;x30;NKLS;
07/12/2022;533CC;1;15v;x30;NKLS;
07/12/2022;533CC;2;15v;x30;NKLS;
07/12/2022;534CV;1;15v;x30;NKLS;
07/12/2022;534CV;2;15v;x30;NKLS;
07/12/2022;535CV;1;15v;x30;NKLS;
07/12/2022;535CV;2;15v;x30;NKLS;
07/12/2022;536CV;1;15v;x30;NKLS;
07/12/2022;536CV;2;15v;x30;NKLS;
07/12/2022;537CV;1;15v;x30;NKLS;
07/12/2022;537CV;2;15v;x30;NKLS;
7/13/22;538CC;1;15v;x30;NKLS;
7/13/22;538CC;2;15v;x30;NKLS;
7/13/22;539CV;1;15v;x30;NKLS;
7/13/22;539CV;2;15v;x30;NKLS;
7/19/22;540CC;1;15v;x30;NKLS;
7/19/22;540CV;1;15v;x30;NKLS;
7/19/22;541CV;1;15v;x30;NKLS;
7/19/22;541CV;2;15v;x30;NKLS;
7/19/22;542CV;1;15v;x30;NKLS;
7/19/22;542CV;2;15v;x30;NKLS;
7/19/22;543CC;1;15v;x30;NKLS;
7/19/22;543CC;2;15v;x30;NKLS;
7/19/22;544CV;1;15v;x30;NKLS;
7/19/22;544CV;2;15v;x30;NKLS;
7/19/22;545CV;1;15v;x30;NKLS;
7/19/22;545CV;2;15v;x30;NKLS;
7/19/22;546CC;1;15v;x30;NKLS;
7/19/22;546CC;2;15v;x30;NKLS;
7/19/22;547CV;1;15v;x30;NKLS;
7/19/22;547CV;2;15v;x30;NKLS;
7/19/22;548CV;1;15v;x30;NKLS;
7/19/22;548CV;2;15v;x30;NKLS;
7/20/22;549CV;1;15v;x30;NKLS;
7/20/22;549CV;2;15v;x30;NKLS;
7/20/22;550CV;1;15v;x30;NKLS;
7/20/22;550CV;2;15v;x30;NKLS;
7/20/22;551CC;1;15v;x30;NKLS;
7/20/22;552CV;1;15v;x30;NKLS;
7/20/22;552CV;2;15v;x30;NKLS;
7/20/22;553CV;1;15v;x30;NKLS;
7/20/22;553CV;2;15v;x30;NKLS;
7/20/22;554CV;1;15v;x30;NKLS;
7/20/22;554CV;2;15v;x30;NKLS;
7/20/22;555CV;1;15v;x30;NKLS;
7/20/22;556CV;1;15v;x30;NKLS;
7/20/22;556CV;2;15v;x30;NKLS;
7/20/22;557CC;1;15v;x30;NKLS;
7/20/22;557CC;2;15v;x30;NKLS;
7/20/22;558CC;1;15v;x30;NKLS;
7/20/22;558CC;2;15v;x30;NKLS;
7/20/22; 559CC;1;15v;x30;NKLS;
7/20/22;559CC;2;15v;x30;NKLS;
7/20/22;560CV;1;15v;x30;NKLS;
7/20/22;561CV;1;15v;x30;NKLS;
7/20/22;562CC;1;15v;x30;NKLS;
7/20/22;562CC;2;15v;x30;NKLS;
7/22/22;563CV;1;15v;x30;NKLS;
7/22/22;564CV;1;15v;x30;NKLS;
7/22/22;564CV;2;15v;x30;NKLS;
7/22/22;565CV;1;15v;x30;NKLS;
7/22/22;565CV;2;15v;x30;NKLS;
7/22/22;566CC;1;15v;x30;NKLS;
7/22/22;566CC;2;15v;x30;NKLS;
7/22/22;566CC;3;15v;x30;NKLS;
7/22/22;567CV;1;15v;x30;NKLS;
7/22/22;568CV;1;15v;x30;NKLS;
7/22/22;568CV;2;15v;x30;NKLS;
7/22/22;568CC;1;15v;x30;NKLS;
7/22/22;569CC;1;15v;x30;NKLS;
7/22/22;569CC;2;15v;x30;NKLS;
7/22/22;570CC;1;15v;x30;NKLS;
7/22/22;571CV;1;15v;x30;NKLS;
7/22/22;571CV;2;15v;x30;NKLS;
7/22/22;572CC;1;15v;x30;NKLS;
7/22/22;573CC;1;15v;x30;NKLS;
7/22/22;574CC;1;15v;x30;NKLS;
7/22/22;574CV;1;15v;x30;NKLS;
7/22/22;575CV;1;15v;x30;NKLS;
7/22/22;575CV;2;15v;x30;NKLS;
7/22/22;576CC;1;15v;x30;NKLS;
7/22/22;576CC;2;15v;x30;NKLS;
7/26/22;577CV;1;15v;x30;NKLS;
7/26/22;577CV;2;15v;x30;NKLS;
7/26/22;577CC;1;15v;x30;NKLS;
7/26/22;577CC;2;15v;x30;NKLS;
7/26/22;578CC;1;15v;x30;NKLS;
7/26/22;578CC;2;15v;x30;NKLS;
7/26/22;038iCV;1;15v;x30;NKBS;
7/26/22;038iCV;2;15v;x30;NKBS;
7/26/22;039iCV;1;15v;x30;NKBS;
7/26/22;039iCV;2;15v;x30;NKBS;
7/26/22;040iCV;1;15v;x30;NKBS;
7/26/22;040iCV;2;15v;x30;NKBS;
7/26/22;041iCV;1;15v;x30;NKBS;
7/26/22;041iCV;2;15v;x30;NKBS;
7/26/22;042iCV;1;15v;x30;NKBS;
7/26/22;042iCV;2;15v;x30;NKBS;
7/26/22;042iCV;3;15v;x30;NKBS;
7/26/22;043iCC;1;15v;x30;NKBS;
7/26/22;043iCC;2;15v;x30;NKBS;
7/26/22;044iCC;1;15v;x30;NKBS;
7/26/22;044iCC;2;15v;x30;NKBS;
7/28/22;045iCV;1;15v;x30;NKBS;
7/28/22;046iCV;1;15v;x30;NKBS;
7/28/22;046iCV;2;15v;x30;NKBS;
7/28/22;047iCV;1;15v;x30;NKBS;
7/28/22;048iCC;1;15v;x30;NKBS;
7/28/22;048iCC;2;15v;x30;NKBS;
7/28/22;048iCV;1;15v;x30;NKBS;
7/28/22;049iCV;1;15v;x30;NKBS;
7/28/22;050iCV;1;15v;x30;NKBS;
7/28/22;050iCV;2;15v;x30;NKBS;
7/28/22;051iCV;1;15v;x30;NKBS;
7/28/22;051iCV;2;15v;x30;NKBS;
7/28/22;052iCC;1;15v;x30;NKBS;
7/28/22;053iCV;1;15v;x30;NKBS;
7/28/22;053iCV;2;15v;x30;NKBS;
7/28/22;053iCC;1;15v;x30;NKBS;
7/28/22;054iCV;1;15v;x30;NKBS;
7/28/22;055iCV;1;15v;x30;NKBS;
7/28/22;055iCV;2;15v;x30;NKBS;
7/28/22;055iCC;1;15v;x30;NKBS;
7/28/22;055iCC;2;15v;x30;NKBS;
7/28/22;056iCV;1;15v;x30;NKBS;
08/01/2022;656iCV;1;15v;x30;TEWKESBURY;
08/01/2022;656iCV;2;15v;x30;TEWKESBURY;
08/01/2022;657iCC;1;15v;x30;TEWKESBURY;
08/01/2022;657iCV;1;15v;x30;TEWKESBURY;
08/01/2022;658iCV;1;15v;x30;TEWKESBURY;
08/01/2022;658iCV;2;15v;x30;TEWKESBURY;
08/01/2022;659iCV;1;15v;x30;TEWKESBURY;
08/01/2022;659iCV;2;15v;x30;TEWKESBURY;
08/01/2022;660iCV;1;15v;x30;TEWKESBURY;
08/01/2022;661iCV;1;15v;x30;TEWKESBURY;
08/01/2022;661iCV;2;15v;x30;TEWKESBURY;
08/01/2022;662iCV;1;15v;x30;TEWKESBURY;
08/01/2022;662iCC;1;15v;x30;TEWKESBURY;
08/01/2022;662iCC;2;15v;x30;TEWKESBURY;
08/02/2022;663iCV;1;15v;x30;TEWKESBURY;
08/02/2022;663iCV;2;15v;x30;TEWKESBURY;
08/02/2022;663iCV;3;15v;x30;TEWKESBURY;
08/02/2022;664iCC;1;15v;x30;TEWKESBURY;
08/02/2022;664iCC;2;15v;x30;TEWKESBURY;
08/02/2022;665iCC;1;15v;x30;TEWKESBURY;
08/02/2022;665iCC;2;15v;x30;TEWKESBURY;
08/02/2022;665iCC;3;15v;x30;TEWKESBURY;
08/02/2022;666iCV;1;15v;x30;TEWKESBURY;
08/02/2022;666iCV;2;15v ;x30;TEWKESBURY;
08/02/2022;666iCC;1;15v;x30;TEWKESBURY;
08/02/2022;057iCV;1;15v;x30;NKBS;
08/02/2022;057iCV;2;15v;x30;NKBS;
08/02/2022;058iCV;1;15v;x30;NKBS;
08/02/2022;058iCV;2;15v;x30;NKBS;
08/02/2022;059iCV;1;15v;x30;NKBS;
08/02/2022;059iCC;1;15v;x30;NKBS;
08/03/2022;001CC;1;15v;x30;KAH1750;
08/03/2022;001CC;2;15V;X30;KAH1750;
08/03/2022;002CV;1;15V;X30;KAH1705;
08/03/2022;003CC;1;15v;x30;KAH1705;
08/03/2022;004CV;1;15v;x30;KAH1750;
08/03/2022;004CV;2;15v;x30;KAH1750;
08/03/2022;005CC;1;15v;x30;KAH1750;