boxID,magnification,imageName,specimenNR,formation,colony.id,zooid.id,zh,oh,ow.m,ow.b,o.side,mpw.b,cw.m,cw.b,cw.d,c.side,zh.zw,oh.ow,area,ln.zh,ln.mpw.b,ln.cw.m,ln.cw.d,ln.ow.m,ln.oh,ln.o.side,ln.c.side,ln.area
1067_1771_448_657,x30,530_CC_2_15v_x30.BSE,530CC,NKLS,530CC,1067_1771_448_657_530_CC_2_15v_x30.BSE.tif,807.5041663,0.09461942,473.1026268,409.380632,306.2905543,192.907043,476.43782,259.9153959,531.4300008,370.2257314,1.519493,0.000199998,157592.697,6.693948215,5.262208431,6.166337221,6.275571488,6.159312335,-2.35789254,5.724534175,5.914112904,11.96776912
414_1773_397_740,x30,530_CC_2_15v_x30.BSE,530CC,NKLS,530CC,414_1773_397_740_530_CC_2_15v_x30.BSE.tif,987.8756665,0.111887661,436.2681791,345.7991566,358.2661062,156.0344244,360.6016471,174.5434696,414.3327438,428.9814504,2.384256811,0.000256465,150313.0864,6.895556846,5.050076652,5.887773878,6.02666938,6.078257144,-2.190259941,5.881276024,6.061413679,11.92047564
238_721_394_702,x30,530_CC_2_15v_x30.BSE,530CC,NKLS,530CC,238_721_394_702_530_CC_2_15v_x30.BSE.tif,929.1366922,0.112441059,430.4400962,338.9553023,337.3700091,155.9907894,338.4809858,176.5753676,393.8608939,410.1148398,2.359047843,0.000261223,134390.2375,6.834255867,5.049796963,5.824467919,5.975997786,6.064808165,-2.185326119,5.821180278,6.016437218,11.80850307
403_405_396_618,x30,530_CC_2_15v_x30.BSE,530CC,NKLS,530CC,403_405_396_618_530_CC_2_15v_x30.BSE.tif,769.1857958,0.111554001,420.6140826,329.3433388,311.3701496,125.0319917,296.9013291,161.6235338,368.9327627,319.1741601,2.08489425,0.000265217,104213.4391,6.645332547,4.828569638,5.693399858,5.910614413,6.041715745,-2.193246489,5.740982396,5.76573691,11.55419637
1060_1009_444_677,x30,530_CC_2_15v_x30.BSE,530CC,NKLS,530CC,1060_1009_444_677_530_CC_2_15v_x30.BSE.tif,893.3491082,0.098109149,454.0233451,380.9701776,300.7070179,174.1686443,333.6640192,152.388071,447.3895305,428.9342011,1.996803786,0.000216088,146775.0623,6.794977443,5.16002405,5.810134556,6.103429648,6.118148618,-2.321674659,5.706136428,6.06130353,11.89665651
745_1413_466_608,x30,530_CC_2_15v_x30.BSE,530CC,NKLS,530CC,745_1413_466_608_530_CC_2_15v_x30.BSE.tif,769.0406353,0.101272451,450.7971762,381.3630962,332.2345634,160.0745124,564.4167455,350.3055867,518.1938559,324.312622,1.484079031,0.000224652,146348.0014,6.64514381,5.075639409,6.335792889,6.250349411,6.111017518,-2.289940858,5.805841236,5.781707933,11.89374264
885_630_434_567,x30,530_CC_2_15v_x30.BSE,530CC,NKLS,530CC,885_630_434_567_530_CC_2_15v_x30.BSE.tif,752.6851077,0.094607696,470.2999247,396.0533551,313.7776329,191.4475909,460.975303,274.4339029,491.9733912,321.0358162,1.529930523,0.000201165,135987.8745,6.623646957,5.254614095,6.133344469,6.198424632,6.153370629,-2.358016449,5.74868456,5.771552694,11.820321
74_1814_442_444,x30,530_CC_2_15v_x30.BSE,530CC,NKLS,530CC,74_1814_442_444_530_CC_2_15v_x30.BSE.tif,993.1375268,0.114663409,482.0120432,365.7601089,446.968518,170.3590595,380.6483971,211.0663624,449.2481444,382.2175443,2.21066584,0.000237885,163847.9201,6.900869151,5.137908324,5.941876107,6.107575395,6.1779691,-2.16575432,6.102488162,5.945989934,12.00669396
756_203_482_629,x30,530_CC_2_15v_x30.BSE,530CC,NKLS,530CC,756_203_482_629_530_CC_2_15v_x30.BSE.tif,802.2331155,0.10977299,409.4537932,345.3578951,345.8755443,138.5057727,458.3658231,275.5330886,465.0333661,340.8694418,1.725108721,0.000268096,137002.9593,6.687399233,4.930912005,6.127667606,6.142109158,6.01482406,-2.209340775,5.846079012,5.831499535,11.82775781
214_1378_453_649,x30,530_CC_2_15v_x30.BSE,530CC,NKLS,530CC,214_1378_453_649_530_CC_2_15v_x30.BSE.tif,766.6166557,0.100994155,446.0332243,386.3113489,340.9569981,176.698696,484.7329892,307.0415712,518.7741948,302.8357196,1.477746317,0.000226427,146050.1018,6.641986879,5.174446,6.183598202,6.251468711,6.100393443,-2.29269264,5.831756364,5.713190479,11.891705
252_877_368_715,x30,610_CV_1_10v_x30_BSE,610CV,Tewkesbury,610CV,252_877_368_715_610_CV_1_10v_x30_BSE.tif,926.5790447,0.133847926,381.9445868,291.7060509,397.3170289,157.3205397,291.5940107,147.7888378,340.4622765,372.3554621,2.721532189,0.000350438,115850.1822,6.831499358,5.058285378,5.67536246,5.830304331,5.945275537,-2.011051005,5.984734524,5.919848941,11.6600531
890_1505_393_634,x30,610_CV_1_10v_x30_BSE,610CV,Tewkesbury,610CV,890_1505_393_634_610_CV_1_10v_x30_BSE.tif,836.0980834,0.102408645,466.5095594,371.9319666,346.0181556,185.7077264,392.1703176,225.6083982,449.5299082,356.0354415,1.859938723,0.000219521,138026.0526,6.728745931,5.224174074,5.971696229,6.108202388,6.145278512,-2.278784151,5.846491246,5.875030281,11.83519773
565_1852_438_627,x30,610_CV_1_10v_x30_BSE,610CV,Tewkesbury,610CV,565_1852_438_627_610_CV_1_10v_x30_BSE.tif,801.7238042,0.105353989,438.1273579,360.0877863,341.547764,177.7052279,476.5406865,290.6586626,485.6085469,349.3793874,1.650967244,0.000240464,142973.7633,6.686764165,5.180126154,6.166553106,6.18540284,6.082509639,-2.250429274,5.833487535,5.856158402,11.87041642
611_1163_419_632,x30,610_CV_1_10v_x30_BSE,610CV,Tewkesbury,610CV,611_1163_419_632_610_CV_1_10v_x30_BSE.tif,846.7292412,0.118823485,401.0444218,323.6385481,365.6187255,158.4158416,398.3602253,229.4263537,442.2565389,358.5805444,1.914565793,0.000296285,137519.4318,6.741380976,5.065223484,5.987356685,6.091890118,5.994072199,-2.130116204,5.901591057,5.882153305,11.83152051
650_1429_498_645,x30,610_CV_2_10v_x30_BSE,610CV,Tewkesbury,610CV,650_1429_498_645_610_CV_2_10v_x30_BSE.tif,793.2077357,0.113801805,403.9804833,313.4140826,299.5257104,184.206022,323.9371019,173.393008,381.9552808,355.6245014,2.076703152,0.000281701,111261.4481,6.676085149,5.216054816,5.780549367,5.945303536,6.001366568,-2.173296899,5.702200258,5.873875403,11.6196381
280_539_410_517,x30,610_CV_2_10v_x30_BSE,610CV,Tewkesbury,610CV,280_539_410_517_610_CV_2_10v_x30_BSE.tif,634.3548551,0.111583784,399.4967371,321.3587804,305.6185685,182.5950653,414.9402196,299.044323,408.6716204,229.3024906,1.552236131,0.000279311,95203.29865,6.452608506,5.207270943,6.028134461,6.012911949,5.990205598,-2.192979541,5.722337816,5.435042052,11.46376987
402_1190_392_639,x30,610_CV_2_10v_x30_BSE,610CV,Tewkesbury,610CV,402_1190_392_639_610_CV_2_10v_x30_BSE.tif,800.4576129,0.112913518,399.8748565,324.4578609,321.4856753,188.3285843,351.6865194,197.5379175,389.837297,341.8376982,2.053312033,0.000282372,114595.3446,6.68518358,5.238188226,5.862740209,5.965729465,5.991151639,-2.181133077,5.772952987,5.834336058,11.64916246
713_617_346_592,x30,610_CV_2_10v_x30_BSE,610CV,Tewkesbury,610CV,713_617_346_592_610_CV_2_10v_x30_BSE.tif,771.0244839,0.136965413,347.9031598,257.7640157,320.4054886,130.4883051,248.0741977,123.7073585,290.0772322,317.176823,2.657997245,0.000393688,82134.77287,6.647720129,4.871283607,5.513727886,5.670147205,5.851924165,-1.988026843,5.769587345,5.75945942,11.31611675
520_1056_412_652,x30,671_CC_1_10v_x30_BSE,671CC,Tewkesbury,671CC,520_1056_412_652_671_CC_1_10v_x30_BSE.tif,765.9325849,0.105155239,483.3406292,366.4295366,341.5043871,206.2706271,379.6276261,241.7702939,420.1930636,270.3477023,1.822811111,0.000217559,118191.0724,6.641094157,5.32918903,5.939190841,6.040714281,6.180721641,-2.25231755,5.833360526,5.599708917,11.68005785
1074_1045_393_682,x30,671_CC_1_10v_x30_BSE,671CC,Tewkesbury,671CC,1074_1045_393_682_671_CC_1_10v_x30_BSE.tif,904.77812,0.116106783,436.8919008,325.1871973,346.0613108,163.3746706,283.9482823,163.4996289,343.3334777,371.8083364,2.63527497,0.000265756,114078.4182,6.807689742,5.096046156,5.648792117,5.838702213,6.079685798,-2.153244972,5.846615958,5.918378497,11.64464137
233_731_401_577,x30,671_CC_1_10v_x30_BSE,671CC,Tewkesbury,671CC,233_731_401_577_671_CC_1_10v_x30_BSE.tif,742.6035931,0.103246117,465.5834661,365.2236833,313.6601171,213.2802376,376.5306311,240.9297436,424.1213022,284.2409588,1.750922647,0.000221756,115662.4482,6.61016238,5.36260697,5.930999401,6.050019504,6.143291385,-2.270639659,5.74830997,5.649822325,11.6584313
510_374_419_572,x30,671_CC_1_10v_x30_BSE,671CC,Tewkesbury,671CC,510_374_419_572_671_CC_1_10v_x30_BSE.tif,738.5165999,0.103972919,458.2024228,366.7860651,325.2851932,207.0085809,338.2999272,199.9970046,403.0357037,272.3427892,1.832385055,0.000226915,109307.2657,6.60464358,5.332760246,5.823932861,5.999025153,6.127311058,-2.26362481,5.784702315,5.607061527,11.60191815
745_701_406_661,x30,671_CC_1_10v_x30_BSE,671CC,Tewkesbury,671CC,745_701_406_661_671_CC_1_10v_x30_BSE.tif,823.5381586,0.108139616,460.8216919,349.8972483,336.3737302,189.8335376,326.1529343,176.8450367,400.0076245,323.508115,2.058806153,0.000234667,120975.4496,6.713609886,5.24614757,5.787366395,5.991483608,6.133011183,-2.224332149,5.818222834,5.779224199,11.70334291
18_1098_431_627,x30,671_CC_1_10v_x30_BSE,671CC,Tewkesbury,671CC,18_1098_431_627_671_CC_1_10v_x30_BSE.tif,728.5473876,0.103086387,457.4559827,371.2907957,322.8828272,186.4686469,403.8591355,273.4946281,447.2434302,273.2343081,1.628972811,0.000225347,119659.4558,6.591052672,5.228263112,6.001066143,6.103103033,6.125680667,-2.272187931,5.777289493,5.610329698,11.69240512
693_1730_384_567,x30,671_CC_1_10v_x30_BSE,671CC,Tewkesbury,671CC,693_1730_384_567_671_CC_1_10v_x30_BSE.tif,702.3502433,0.112083767,434.2411671,315.1858379,297.2327285,168.0577829,264.9838251,131.5379233,340.4502792,266.3594848,2.063003869,0.000258114,87811.75969,6.554432202,5.124307866,5.579668787,5.830269092,6.073600064,-2.18850877,5.69451543,5.584846843,11.38295071
919_1359_440_668,x30,671_CC_1_10v_x30_BSE,671CC,Tewkesbury,671CC,919_1359_440_668_671_CC_1_10v_x30_BSE.tif,841.3009942,0.104269957,472.5353486,367.8128613,340.4070812,201.1983617,325.9023687,189.1581502,403.9703724,334.0723724,2.082580931,0.000220661,124809.0752,6.734949496,5.304291296,5.786597854,6.00134154,6.158112556,-2.260772006,5.830142199,5.811357653,11.73454045
654_66_387_629,x30,671_CC_1_10v_x30_BSE,671CC,Tewkesbury,671CC,654_66_387_629_671_CC_1_10v_x30_BSE.tif,783.2462664,0.128657692,402.3493512,287.6640433,352.1873196,152.5488086,328.8178951,174.7617465,352.1971746,294.1231581,2.223885717,0.000319766,101304.6661,6.663447163,5.027484601,5.795504087,5.864191174,5.997320744,-2.050599949,5.864163192,5.683998585,11.52588775
947_745_505_677,x30,698_CV_1_10v_x30_BSE,698CV,Tewkesbury,698CV,947_745_505_677_698_CV_1_10v_x30_BSE.tif,687.5863584,0.095455622,459.2234615,390.9463471,307.8295387,220.5610833,502.718378,341.089548,507.6101787,294.4772094,1.354555892,0.000207863,128174.8513,6.533187434,5.396174678,6.220030129,6.229713788,6.129536936,-2.349093832,5.729546184,5.685201613,11.76115064
491_1796_456_574,x30,698_CV_1_10v_x30_BSE,698CV,Tewkesbury,698CV,491_1796_456_574_698_CV_1_10v_x30_BSE.tif,612.2134451,0.104944255,415.9594364,344.378804,285.0744737,181.6381242,448.8448845,287.5125465,450.4980718,246.600695,1.358970179,0.000252294,101284.0474,6.417080988,5.202016379,6.106677359,6.110353797,6.030587747,-2.254325979,5.652750457,5.507770409,11.5256842
601_1429_394_625,x30,698_CV_1_10v_x30_BSE,698CV,Tewkesbury,698CV,601_1429_394_625_698_CV_1_10v_x30_BSE.tif,765.5503054,0.109656839,414.9402196,328.6480843,273.2189087,186.651098,380.2404175,219.7757147,403.6163303,356.3789872,1.896727778,0.000264271,113471.7393,6.640594929,5.229241088,5.94080373,6.000464749,6.028134461,-2.210399435,5.610273337,5.875994735,11.63930909
607_1069_411_611,x30,698_CV_1_10v_x30_BSE,698CV,Tewkesbury,698CV,607_1069_411_611_698_CV_1_10v_x30_BSE.tif,732.7197232,0.10284991,455.687624,365.1379312,296.9870078,194.7474388,380.0541761,209.8047084,434.0059479,306.8799891,1.688271155,0.000225703,116782.7806,6.596763259,5.271703534,5.940313811,6.073058239,6.12180754,-2.274484536,5.693688393,5.726456756,11.66807091
422_637_478_639,x30,698_CV_1_10v_x30_BSE,698CV,Tewkesbury,698CV,422_637_478_639_698_CV_1_10v_x30_BSE.tif,766.8723592,0.102770353,468.8153372,367.0717804,312.3055463,207.2649303,492.9355304,281.0129763,497.8578211,352.2033044,1.540344104,0.000219213,140208.2817,6.642320372,5.333997831,6.200378396,6.210314536,6.150208954,-2.275258359,5.743982024,5.864208578,11.85088432
963_1412_556_677,x30,713i_CV_3_15V_x30_BSE,713iCV,SHCSBSB,713iCV,963_1412_556_677_713i_CV_3_15V_x30_BSE.tif,825.2821541,0.081778004,536.3061691,480.379447,288.7927522,244.4250358,593.2383398,320.1362662,597.4417827,422.1416461,1.381359955,0.000152484,181068.6629,6.715725333,5.49890866,6.38559624,6.392656844,6.284705209,-2.503746967,5.66570931,6.045340912,12.10663159
965_532_619_745,x30,713i_CV_3_15V_x30_BSE,713iCV,SHCSBSB,713iCV,965_532_619_745_713i_CV_3_15V_x30_BSE.tif,919.7001937,0.084105363,577.3691347,492.9382925,342.6226495,258.3391175,583.8879872,324.5837255,617.3139185,449.3129689,1.489841985,0.00014567,208495.9366,6.82404774,5.554273131,6.369709162,6.425377677,6.35848181,-2.475684943,5.836629694,6.10771968,12.24767483
318_1415_572_777,x30,713i_CV_3_15V_x30_BSE,713iCV,SHCSBSB,713iCV,318_1415_572_777_713i_CV_3_15V_x30_BSE.tif,925.2468037,0.083882453,554.6125819,482.4835316,328.2550618,277.2326339,657.0641311,360.586544,663.3663366,474.9451779,1.394775032,0.000151245,225401.2243,6.830060517,5.624856987,6.487781626,6.497327382,6.318269819,-2.478338828,5.793790934,6.163199382,12.32563731
308_455_603_802,x30,713i_CV_3_15V_x30_BSE,713iCV,SHCSBSB,713iCV,308_455_603_802_713i_CV_3_15V_x30_BSE.tif,949.603657,0.08489091,576.1439556,490.9982749,359.0447365,278.9559912,656.7739688,385.0864342,638.6671591,455.4328591,1.486852179,0.000147343,222721.5353,6.856044694,5.631054032,6.487339924,6.459383441,6.356357552,-2.466388262,5.883446995,6.121248305,12.31367755
989_1258_485_690,x30,732_F_1_10v_x30_BSE,732F,SHCSBSB,732FL,989_1258_485_690_732_F_1_10v_x30_BSE.tif,956.1535137,0.093564193,511.976827,432.6643304,324.4243936,242.3664946,495.9425388,255.1733568,543.1249364,485.599892,1.760466975,0.000182751,190709.6269,6.862918479,5.490451021,6.206460071,6.297339379,6.238279364,-2.369107522,5.782052515,6.185385017,12.15850727
562_988_463_782,x30,732_F_1_10v_x30_BSE,732F,SHCSBSB,732FL,562_988_463_782_732_F_1_10v_x30_BSE.tif,957.4598147,0.093132935,508.853207,427.7875771,329.8297157,235.1586472,438.9718098,215.5913912,503.6275515,490.942883,1.901126759,0.000183025,177082.3531,6.864283751,5.460260381,6.084435196,6.22183701,6.23215958,-2.373727393,5.798576508,6.196327793,12.08437018
39_743_434_670,x30,732_F_1_10v_x30_BSE,732F,SHCSBSB,732FL,39_743_434_670_732_F_1_10v_x30_BSE.tif,876.0806731,0.095579807,510.4987578,412.6402521,350.9444411,207.9535309,519.0287087,317.7799684,536.2426977,418.7577433,1.63373912,0.000187228,172524.4848,6.775458179,5.337314645,6.251959197,6.284586853,6.235388204,-2.347793707,5.860627924,6.037292574,12.05829445
374_1423_464_747,x30,732_F_1_10v_x30_BSE,732F,SHCSBSB,732FL,374_1423_464_747_732_F_1_10v_x30_BSE.tif,883.4164234,0.093451804,511.4979212,441.0511714,367.2021672,217.8280327,596.4108212,359.4216994,575.6805892,409.4576762,1.534560032,0.000182702,186763.6287,6.78379669,5.383705911,6.390929727,6.355552974,6.237343521,-2.370309446,5.905912561,6.014833543,12.13759908
773_536_553_656,x30,797_CV_1_15v_x30.BSE,797CV,SHCSBSB,797CV,773_536_553_656_797_CV_1_15v_x30.BSE.tif,896.3738292,0.098360221,511.4366954,393.8608939,328.8368991,226.4577192,530.1243402,282.6217732,531.6630914,422.4964154,1.685980922,0.000192321,175013.2496,6.798357546,5.422558258,6.273111583,6.276010002,6.237223815,-2.319118816,5.79556188,6.046180963,12.07261696
938_1868_530_724,x30,797_CV_1_15v_x30.BSE,797CV,SHCSBSB,797CV,938_1868_530_724_797_CV_1_15v_x30.BSE.tif,902.0608611,0.099643492,467.7424686,379.5523028,303.417929,213.3887333,549.1579594,321.828718,485.1176434,458.3602485,1.859468262,0.000213031,160704.5445,6.804681991,5.363115541,6.308386122,6.184391425,6.147917864,-2.306156544,5.715111159,6.127655444,11.98732283
690_1422_544_754,x30,797_CV_1_15v_x30.BSE,797CV,SHCSBSB,797CV,690_1422_544_754_797_CV_1_15v_x30.BSE.tif,974.6931239,0.08496193,574.3380316,492.7476739,342.9385428,251.1722454,593.4173281,322.9942476,641.5259246,461.6581051,1.519335519,0.00014793,229629.3317,6.882122677,5.526138941,6.385897909,6.463849596,6.353218128,-2.46555201,5.837551255,6.134824585,12.34422169
381_984_503_781,x30,797_CV_1_15v_x30.BSE,797CV,SHCSBSB,797CV,381_984_503_781_797_CV_1_15v_x30.BSE.tif,931.3540709,0.089202131,542.3447516,452.8222389,330.7951365,265.3432507,565.63122,293.8961962,585.3644949,454.9205995,1.591066898,0.000164475,200210.312,6.836639517,5.581024274,6.337942311,6.372234721,6.295901872,-2.416850348,5.801499261,6.120122897,12.20712365
34_1393_530_729,x30,797_CV_1_15v_x30.BSE,797CV,SHCSBSB,797CV,34_1393_530_729_797_CV_1_15v_x30.BSE.tif,959.9933376,0.091296546,522.1331769,450.4920272,353.4927501,242.5293508,560.4077986,355.8928149,578.8293404,454.3696671,1.658508425,0.000174853,204062.8766,6.866926344,5.491122737,6.328664731,6.361007685,6.257922683,-2.393642328,5.867862976,6.118911112,12.22618344
297_1849_529_757,x30,797_CV_1_15v_x30.BSE,797CV,SHCSBSB,797CV,297_1849_529_757_797_CV_1_15v_x30.BSE.tif,942.4190506,0.096176327,524.2878363,424.3363324,369.2655931,239.6832734,598.2821134,370.1118178,570.4370092,453.132179,1.652100119,0.000183442,197422.66,6.848450028,5.479318358,6.394062404,6.34640275,6.262040839,-2.341572037,5.91151615,6.116183869,12.19310219
98_506_557_752,x30,797_CV_1_15v_x30.BSE,797CV,SHCSBSB,797CV,98_506_557_752_797_CV_1_15v_x30.BSE.tif,1061.393527,0.087089983,596.8330008,484.7919706,376.9854599,307.8785181,628.0390176,323.0026782,634.9276613,526.7572056,1.671676306,0.00014592,247483.3187,6.967337972,5.729705283,6.442602295,6.453511073,6.391637344,-2.440813408,5.932206619,6.266739732,12.41909846
327_160_442_771,x30,797_CV_1_15v_x30.BSE,797CV,SHCSBSB,797CV,327_160_442_771_797_CV_1_15v_x30.BSE.tif,1056.13784,0.096944875,519.7417326,414.3524597,350.752594,223.3155581,489.8433621,258.5761719,517.9152726,520.3527923,2.039209685,0.000186525,200874.3892,6.962373986,5.40858583,6.194085671,6.249811662,6.25333202,-2.333612761,5.860081114,6.254507028,12.21043506
348_1176_523_762,x30,797_CV_2_15v_x30.BSE,797CV,SHCSBSB,797CV,348_1176_523_762_797_CV_2_15v_x30.BSE.tif,963.0872549,0.09582938,522.3391378,432.8247891,390.5313091,242.9556285,585.7063082,322.2050196,580.8252691,445.5467858,1.658135942,0.000183462,205426.4619,6.870144015,5.492878828,6.372818483,6.36444997,6.258317066,-2.345185963,5.967508143,6.09930226,12.2328434
1001_276_494_742,x30,797_CV_2_15v_x30.BSE,797CV,SHCSBSB,797CV,1001_276_494_742_797_CV_2_15v_x30.BSE.tif,874.7431208,0.094150102,473.5973597,404.8591676,289.2317941,224.4770367,577.6166872,352.2435611,536.3061691,444.9943312,1.63105176,0.000198798,172281.4732,6.773930267,5.413773415,6.358910478,6.284705209,6.160357509,-2.362864941,5.667228422,6.098061543,12.05688489
32_739_573_761,x30,797_CV_2_15v_x30.BSE,797CV,SHCSBSB,797CV,32_739_573_761_797_CV_2_15v_x30.BSE.tif,939.5701102,0.091008708,527.9212914,462.9999586,386.8197582,218.5767993,583.1063039,385.5104761,598.6825061,416.4864798,1.569396301,0.000172391,206571.7881,6.845422441,5.387137437,6.368369509,6.394731418,6.268947203,-2.396800085,5.957958843,6.031854,12.23840327
661_1559_538_715,x30,797_CV_2_15v_x30.BSE,797CV,SHCSBSB,797CV,661_1559_538_715_797_CV_2_15v_x30.BSE.tif,1033.390726,0.099643731,505.2550905,404.6707984,379.9593452,203.7803471,504.5755635,269.5886865,529.2169511,507.7966755,1.95267881,0.000197215,200836.921,6.940600642,5.317042684,6.223717608,6.271398463,6.225063431,-2.306154145,5.940064261,6.230081122,12.21024852
690_713_511_725,x30,797_CV_2_15v_x30.BSE,797CV,SHCSBSB,797CV,690_713_511_725_797_CV_2_15v_x30.BSE.tif,976.1085252,0.093629478,515.7075898,438.9935206,360.2546598,252.4752475,574.4683995,318.7211605,560.6919805,463.2721876,1.740899744,0.000181555,200986.8754,6.883573774,5.531313214,6.35344509,6.3291717,6.245539918,-2.368410007,5.88681117,6.138314759,12.21099489
288_365_484_783,x30,797_CV_2_15v_x30.BSE,797CV,SHCSBSB,797CV,288_365_484_783_797_CV_2_15v_x30.BSE.tif,980.3660778,0.091003908,535.8845786,460.4522246,367.5486529,246.8086451,592.5218459,348.431083,607.5319562,475.2356329,1.613686437,0.00016982,218727.1281,6.887926051,5.50861332,6.384387743,6.409404777,6.283918799,-2.396852833,5.906855699,6.16381075,12.29558024
978_707_665_771,x30,802_CV_1_10v_x30_BSE,802CV,Tainui,802CV,978_707_665_771_802_CV_1_10v_x30_BSE.tif,867.3183185,0.082990314,560.2717289,490.4211585,323.2661135,248.9781314,685.682782,361.9094422,668.8401976,421.1060161,1.296749689,0.000148125,213032.6325,6.765406059,5.517365067,6.530415104,6.505545164,6.328421896,-2.489031371,5.778475865,6.042884622,12.26920064
